image,ids,catalog_number,additional_description,description
14MXT-1890-68,http://www.carlislebelts.com/cms_uploads/PowerMiser11.jpg,http://www.carlislebelts.com/cms_files/original/Carlisle_Tools_catalog_pages1.pdf,2986280,"<div><p>PowerMiser™ is a <span>powerful, but simple web based application for desktop and mobile use that</span><span> identifies estimated </span><span>annual energy costs, savings and payback that can be realized by upgrading </span><span>to Carlisle belts by Timken.</span></p><p><span>Open PowerMiser</a></span></p><p><strong>Reduce Downtime and Save</strong></p><p>With the energy efficient Gold-Ribbon, Power-Wedge, Super II, and Durapower II v-belts or Panther and Panther XT synchronous belts, you’ll gain improved system wide performance. Although initial cost may be slightly higher than ordinary belts, payback is significant - and begins immediately! Use PowerMiser to calculate the savings. For superior performance and energy savings you can count on Carlisle belts by Timken.</p><p>NOTE: PowerMiser is a free web application and is not available from the App store.</p><p><strong> </strong></p></div>",http://www.carlislebelts.com/cms_files/original/10972_Carlisle_PowerMiser_SellSheet_0303171.pdf,Carlisle 14MXT-1890-68 Panther XT Synchronous Belt
B59,https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/17495/carlisle_vbelt.jpg,http://www.carlislebelts.com/cms_files/original/Super_II_V_Belt_specs.pdf,2017495,<table class='description-table'><caption>Replaces:</caption><tr><th>ARTSWAY</th><td>204925</td></tr><tr><th>AUTOMATIC</th><td>AE2510006</td></tr><tr><th>BOSTWICK-BRAUN</th><td>743941</td></tr><tr><th>C C I L</th><td>7999</td></tr><tr><th>CASE/IH</th><td>23898K</td></tr><tr><th>DAYCO</th><td>BP59</td></tr><tr><th>FAMILY FARM &amp; HOME</th><td>160945</td></tr><tr><th>LILLISTON</th><td>1550057</td></tr><tr><th>OWATONNA</th><td>2014618</td></tr><tr><th>ORGILL</th><td>885-2220</td></tr><tr><th>ORGILL</th><td>8852220</td></tr><tr><th>SUNBELT</th><td>B1B59</td></tr><tr><th>TSC CANADA</th><td>62159</td></tr><tr><th>WHITE</th><td>312543970</td></tr></table>,http://www.carlislebelts.com /cms_files/original/10952_CarlisleSuperIIEPDM_HVAC_Brochure_0706171.pdf,Carlisle B59 Super Ii V-Belt
SPAX1900MS,http://www.carlislebelts.com/cms_uploads/Metric_Power_Wedge_Cog_Belt.jpg,http://www.carlislebelts.com/cms_files/original/Metric_Power_Wedge_Cog_Belt_specs.pdf,2985524,"<div><p><em>More Grip. Less Slip</em>. The Metric Power-Wedge Cog-Belt combines the advantages of the narrow wedge design with raw edge performance for maximum operating efficiency in a compact drive package. The narrow profile permits reduced drive widths and a smaller drive envelope. Higher horsepower ratings translate into greater design flexibility — reducing drive cost, space and weight.</p><p>The Power-Wedge Cog-Belt is now made of EPDM (Ethylene Propylene Diene Monomer), a synthetic rubber with outstanding properties. The raw-edge construction contributes to outstanding operating efficiency. More torque with little or no slippage. The result is savings — in time, in belt life and in energy costs.</p><p><strong>Features/Advantages</strong></p><ul><li><p>High horsepower ratings</p></li><li><p>Design flexibility</p></li><li><p>Longer belt life</p></li><li><p>Durable                                                                         </p></li><li><p>Oil and heat resistant</p></li><li><p>Static conductive</p></li><li><p>Resists hardening and glazing</p></li><li><p>Broad operating temperature range (-50°F to +250°F)</p></li><li><p>Smoother running</p></li><li><p>Energy efficient</p></li><li></li><li><p>Built to Chek Mate belt tolerances for a matched set</p></li></ul><p><strong>Applications</strong></p><ul><li>Drives that require metric cross sections on industrial machinery, fans, pumps, and more</li></ul><p><strong>Sizes</strong></p><ul><li><p>Available in SPZX, SPAX, SPBX, and SPCX cross sections from 643mm to 5092mm. Also available in 3VX, 5VX, and 8VX imperial sizes. Where applicable, belts are dual branded with imperial and metric part numbers.</p></li></ul><p></p><p> <img width=""402"" height=""80"" src=""/cms_files/original/Metric_Power_Wedge_Cog_Belt_cross_x.png""></p><ul></ul></div>",http://www.carlislebelts.com/cms_files/original/10901_Carlisle_PowerWedgeCogBelt_SellSheet_06071611.pdf,Carlisle SPAX1900MS Power-Wedge Cog-Belt
DP132MS,http://www.carlislebelts.com/cms_uploads/Super_Blue_Ribbon_V_Belt1.jpg,http://www.carlislebelts.com/cms_files/original/Super_Blue_Ribbon_v_belt_specs.pdf,2985127,"<div><p>The finest wrapped belt in the industry and workhorse of classical V-belts. Super Blue Ribbon v-belts assure dependable length stability and require less re-tensioning and take-up. The cord is coated with a special compound that produces a secure, long-lasting bond with the surrounding rubber. The heavy-duty fabric cover protects the core. Its extra flexibility permits the belt to bend more easily around the smallest pulleys with less strain on the fabric. Longer belt life results in less frequent replacement, less downtime and lower maintenance costs.</p><p><strong>Features/Advantages</strong></p><ul><li>Dependable performance on classical belt drives</li><li>Heavy duty cover is impregnated with oil and heat resistant rubber</li><li>Resists flex fatigue</li><li>Longer belt life</li><li>Smoother running</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Mixers, pumps, conveyors, any and everything, and more</li></ul><p><strong>Sizes</strong></p><ul><li>AP, BP, CP, DP, EP cross-sections from 22"" to 664""<br><br></li></ul></div>",http://www.carlislebelts.com/cms_files/original/11001_Carlisle_Belts_LineCard_Brochure_USA_06151711.pdf,Carlisle DP132MS Super Blue Ribbon V-Belt
8MXT-2400-21,http://www.carlislebelts.com/cms_uploads/PowerMiser11.jpg,http://www.carlislebelts.com/cms_files/original/Carlisle_Tools_catalog_pages1.pdf,2986174,"<div><p>PowerMiser™ is a <span>powerful, but simple web based application for desktop and mobile use that</span><span> identifies estimated </span><span>annual energy costs, savings and payback that can be realized by upgrading </span><span>to Carlisle belts by Timken.</span></p><p><span>Open PowerMiser</a></span></p><p><strong>Reduce Downtime and Save</strong></p><p>With the energy efficient Gold-Ribbon, Power-Wedge, Super II, and Durapower II v-belts or Panther and Panther XT synchronous belts, you’ll gain improved system wide performance. Although initial cost may be slightly higher than ordinary belts, payback is significant - and begins immediately! Use PowerMiser to calculate the savings. For superior performance and energy savings you can count on Carlisle belts by Timken.</p><p>NOTE: PowerMiser is a free web application and is not available from the App store.</p><p><strong> </strong></p></div>",http://www.carlislebelts.com/cms_files/original/10972_Carlisle_PowerMiser_SellSheet_0303171.pdf,Carlisle 8MXT-2400-21 Panther XT Synchronous Belt
AP97MS,http://www.carlislebelts.com/cms_uploads/Super_Blue_Ribbon_V_Belt1.jpg,http://www.carlislebelts.com/cms_files/original/Super_Blue_Ribbon_v_belt_specs.pdf,2984822,"<div><p>The finest wrapped belt in the industry and workhorse of classical V-belts. Super Blue Ribbon v-belts assure dependable length stability and require less re-tensioning and take-up. The cord is coated with a special compound that produces a secure, long-lasting bond with the surrounding rubber. The heavy-duty fabric cover protects the core. Its extra flexibility permits the belt to bend more easily around the smallest pulleys with less strain on the fabric. Longer belt life results in less frequent replacement, less downtime and lower maintenance costs.</p><p><strong>Features/Advantages</strong></p><ul><li>Dependable performance on classical belt drives</li><li>Heavy duty cover is impregnated with oil and heat resistant rubber</li><li>Resists flex fatigue</li><li>Longer belt life</li><li>Smoother running</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Mixers, pumps, conveyors, any and everything, and more</li></ul><p><strong>Sizes</strong></p><ul><li>AP, BP, CP, DP, EP cross-sections from 22"" to 664""<br><br></li></ul></div>",http://www.carlislebelts.com/cms_files/original/11001_Carlisle_Belts_LineCard_Brochure_USA_06151711.pdf,Carlisle AP97MS Super Blue Ribbon V-Belt
B103,https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/17430/carlisle_vbelt.jpg,http://www.carlislebelts.com/cms_files/original/Super_II_V_Belt_specs.pdf,2017430,"<div><p><em><img width=""298"" height=""38"" style=""vertical-align: baseline;"" src=""/cms_files/original/USA___CHEK_MATE_LOGO_298x38.jpg""></em></p><p><em>The Problem Solver!</em> Super II v-belts are the solution to the constant and costly problem of replacing ordinary v-belts on troublesome drives. Specially formulated fiber-loaded EPDM rubber compounds, engineered fabrics and high-modulus polyester cord offer greater strength, longer life, better heat dissipation and higher efficiencies than best-in-class wrapped v-belts. The unique CNA (central neutral axis) cord placement positions the strength of the belt lower on the pulleys to maintain stability and prevent roll-over. The raw edge construction results in more efficient power transmission and reduced energy loss.</p><p><strong>Features/Advantages</strong></p><ul><li>Higher performance alternative to classical wrapped v-belts</li><li>More energy efficient than wrapped v-belts</li><li>Unique design for longer life</li><li>Less maintenance and downtime</li><li>EPDM rubber compound is static conductive, resistant to hardening and glazing, and operates in a broad temperature range (-50ºF to +250ºF)</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Shaker screens, debarkers, industrial washers and dryers, and more</li></ul><p><strong>Sizes</strong></p><ul><li>A, B and C cross-sections from 17"" to 144""<br><br></li></ul></div>",http://www.carlislebelts.com /cms_files/original/10952_CarlisleSuperIIEPDM_HVAC_Brochure_0706171.pdf,Carlisle B103 Super Ii V-Belt
A52MS,http://www.carlislebelts.com/cms_uploads/Super_II_V_Belt1.jpg,http://www.carlislebelts.com/cms_files/original/Super_II_V_Belt_specs.pdf,2984439,"<div><p><em><img width=""298"" height=""38"" style=""vertical-align: baseline;"" src=""/cms_files/original/USA___CHEK_MATE_LOGO_298x38.jpg""></em></p><p><em>The Problem Solver!</em> Super II v-belts are the solution to the constant and costly problem of replacing ordinary v-belts on troublesome drives. Specially formulated fiber-loaded EPDM rubber compounds, engineered fabrics and high-modulus polyester cord offer greater strength, longer life, better heat dissipation and higher efficiencies than best-in-class wrapped v-belts. The unique CNA (central neutral axis) cord placement positions the strength of the belt lower on the pulleys to maintain stability and prevent roll-over. The raw edge construction results in more efficient power transmission and reduced energy loss.</p><p><strong>Features/Advantages</strong></p><ul><li>Higher performance alternative to classical wrapped v-belts</li><li>More energy efficient than wrapped v-belts</li><li>Unique design for longer life</li><li>Less maintenance and downtime</li><li>EPDM rubber compound is static conductive, resistant to hardening and glazing, and operates in a broad temperature range (-50ºF to +250ºF)</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Shaker screens, debarkers, industrial washers and dryers, and more</li></ul><p><strong>Sizes</strong></p><ul><li>A, B and C cross-sections from 17"" to 144""<br><br></li></ul></div>",http://www.carlislebelts.com /cms_files/original/10952_CarlisleSuperIIEPDM_HVAC_Brochure_0706171.pdf,Carlisle A52MS Super II V-Belt
B100,https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/17428/carlisle_vbelt.jpg,http://www.carlislebelts.com/cms_files/original/Super_II_V_Belt_specs.pdf,2017428,"<div><p><em><img width=""298"" height=""38"" style=""vertical-align: baseline;"" src=""/cms_files/original/USA___CHEK_MATE_LOGO_298x38.jpg""></em></p><p><em>The Problem Solver!</em> Super II v-belts are the solution to the constant and costly problem of replacing ordinary v-belts on troublesome drives. Specially formulated fiber-loaded EPDM rubber compounds, engineered fabrics and high-modulus polyester cord offer greater strength, longer life, better heat dissipation and higher efficiencies than best-in-class wrapped v-belts. The unique CNA (central neutral axis) cord placement positions the strength of the belt lower on the pulleys to maintain stability and prevent roll-over. The raw edge construction results in more efficient power transmission and reduced energy loss.</p><p><strong>Features/Advantages</strong></p><ul><li>Higher performance alternative to classical wrapped v-belts</li><li>More energy efficient than wrapped v-belts</li><li>Unique design for longer life</li><li>Less maintenance and downtime</li><li>EPDM rubber compound is static conductive, resistant to hardening and glazing, and operates in a broad temperature range (-50ºF to +250ºF)</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Shaker screens, debarkers, industrial washers and dryers, and more</li></ul><p><strong>Sizes</strong></p><ul><li>A, B and C cross-sections from 17"" to 144""<br><br></li></ul></div>",http://www.carlislebelts.com /cms_files/original/10952_CarlisleSuperIIEPDM_HVAC_Brochure_0706171.pdf,Carlisle B100 Super Ii V-Belt
B106,https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/17432/carlisle_vbelt.jpg,http://www.carlislebelts.com/cms_files/original/Super_II_V_Belt_specs.pdf,2017432,"<div><p><em><img width=""298"" height=""38"" style=""vertical-align: baseline;"" src=""/cms_files/original/USA___CHEK_MATE_LOGO_298x38.jpg""></em></p><p><em>The Problem Solver!</em> Super II v-belts are the solution to the constant and costly problem of replacing ordinary v-belts on troublesome drives. Specially formulated fiber-loaded EPDM rubber compounds, engineered fabrics and high-modulus polyester cord offer greater strength, longer life, better heat dissipation and higher efficiencies than best-in-class wrapped v-belts. The unique CNA (central neutral axis) cord placement positions the strength of the belt lower on the pulleys to maintain stability and prevent roll-over. The raw edge construction results in more efficient power transmission and reduced energy loss.</p><p><strong>Features/Advantages</strong></p><ul><li>Higher performance alternative to classical wrapped v-belts</li><li>More energy efficient than wrapped v-belts</li><li>Unique design for longer life</li><li>Less maintenance and downtime</li><li>EPDM rubber compound is static conductive, resistant to hardening and glazing, and operates in a broad temperature range (-50ºF to +250ºF)</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Shaker screens, debarkers, industrial washers and dryers, and more</li></ul><p><strong>Sizes</strong></p><ul><li>A, B and C cross-sections from 17"" to 144""<br><br></li></ul></div>",http://www.carlislebelts.com /cms_files/original/10952_CarlisleSuperIIEPDM_HVAC_Brochure_0706171.pdf,Carlisle B106 Super Ii V-Belt
8V3150MS,http://www.carlislebelts.com/cms_uploads/Wedge_Band1.jpg,http://www.carlislebelts.com/cms_files/original/Wedge_Band_specs.pdf,2985406,"<div><p>Wedge-Band is the banded version of the hard-working Super Power-Wedge v-belt. Wedge-Band is an excellent choice for virtually any application where increased horsepower capacity and output is needed, or where conventional multiple belt drives are impractical because of space or weight limitations. The specially compounded wrapped construction is ideal for clutching operations. Banded v-belts are ideally suited for pulsating or heavily shock loaded drives and drives with extremely long center distances. Wedge-Band is oil and heat resistant, static dissipating, and it won’t turn over or jump off the drive.</p><p><strong>Features/Advantages</strong></p><ul><li><p>Prevents belt whip and rollover on long center distance drives</p></li><li><p>Smoother clutching</p></li><li><p>Space and weight saver</p></li><li><p>Oversized polyester cord provides added belt strength and stability</p></li><li><p>Cord is chemically treated for resistance to belt stretch</p></li><li><p>Tie-band is highly engineered to permanently bond multiple belts together enabling the belts to function as a single unit with even load distribution and wear</p></li><li><p>Vibration is dampened</p></li><li><p>Heavy shock loads are absorbed</p></li><li></li></ul><p><strong>Applications</strong></p><ul><li>Mud pumps, rock crushers, stump grinders, and more</li></ul><p><strong>Sizes</strong></p><ul><li>R3V, R5V and R8V cross-sections from 34"" to 601""</li></ul></div>",http://www.carlislebelts.com/cms_files/original/11001_Carlisle_Belts_LineCard_Brochure_USA_06151711.pdf,Carlisle 8V3150MS Super Power-Wedge V-Belt
RBP140-5,http://www.carlislebelts.com/cms_uploads/Super_Vee_Band1.jpg,http://www.carlislebelts.com/cms_files/original/Super_Vee_Band_specs.pdf,2985637,"<div><p>The Super Vee-Band belt is an ideal choice on classical drives where individual v-belts tend to roll over or whip severely on the drive due to fluctuating load conditions or harsh drive vibration. The individual ribs are permanently joined together at the top with a reinforced fabric tie-band preventing the individual belts from coming off the drive.</p><p><strong>Features/Advantages</strong></p><ul><li><p>Prevents belt whip and rollover on long center distance drives</p></li><li><p>Tie-Band is highly engineered to permanently bond multiple belts together enabling the belts to function as a single unit with even load distribution and wear</p></li><li><p>Excellent oil and heat resistance, static dissipating</p></li><li><p>Vibration is dampened</p></li><li><p>Heavy shock loads are absorbed</p></li><li></li></ul><p><strong>Applications</strong></p><ul><li>Rock crushers, vibrating equipment, saws, pumps, and more</li></ul><p><strong>Sizes</strong></p><ul><li>RBP, RCP and RDP cross-sections from 39"" to 663""</li></ul></div>",http://www.carlislebelts.com/cms_files/original/11001_Carlisle_Belts_LineCard_Brochure_USA_06151711.pdf,Carlisle RBP140-5 Super Vee-Band Belt
CP102MS,http://www.carlislebelts.com/cms_uploads/Super_Blue_Ribbon_V_Belt1.jpg,http://www.carlislebelts.com/cms_files/original/Super_Blue_Ribbon_v_belt_specs.pdf,2984952,"<div><p>The finest wrapped belt in the industry and workhorse of classical V-belts. Super Blue Ribbon v-belts assure dependable length stability and require less re-tensioning and take-up. The cord is coated with a special compound that produces a secure, long-lasting bond with the surrounding rubber. The heavy-duty fabric cover protects the core. Its extra flexibility permits the belt to bend more easily around the smallest pulleys with less strain on the fabric. Longer belt life results in less frequent replacement, less downtime and lower maintenance costs.</p><p><strong>Features/Advantages</strong></p><ul><li>Dependable performance on classical belt drives</li><li>Heavy duty cover is impregnated with oil and heat resistant rubber</li><li>Resists flex fatigue</li><li>Longer belt life</li><li>Smoother running</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Mixers, pumps, conveyors, any and everything, and more</li></ul><p><strong>Sizes</strong></p><ul><li>AP, BP, CP, DP, EP cross-sections from 22"" to 664""<br><br></li></ul></div>",http://www.carlislebelts.com/cms_files/original/11001_Carlisle_Belts_LineCard_Brochure_USA_06151711.pdf,Carlisle CP102MS Super Blue Ribbon V-Belt
CP265MS,http://www.carlislebelts.com/cms_uploads/Super_Blue_Ribbon_V_Belt1.jpg,http://www.carlislebelts.com/cms_files/original/Super_Blue_Ribbon_v_belt_specs.pdf,2985066,"<div><p>The finest wrapped belt in the industry and workhorse of classical V-belts. Super Blue Ribbon v-belts assure dependable length stability and require less re-tensioning and take-up. The cord is coated with a special compound that produces a secure, long-lasting bond with the surrounding rubber. The heavy-duty fabric cover protects the core. Its extra flexibility permits the belt to bend more easily around the smallest pulleys with less strain on the fabric. Longer belt life results in less frequent replacement, less downtime and lower maintenance costs.</p><p><strong>Features/Advantages</strong></p><ul><li>Dependable performance on classical belt drives</li><li>Heavy duty cover is impregnated with oil and heat resistant rubber</li><li>Resists flex fatigue</li><li>Longer belt life</li><li>Smoother running</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Mixers, pumps, conveyors, any and everything, and more</li></ul><p><strong>Sizes</strong></p><ul><li>AP, BP, CP, DP, EP cross-sections from 22"" to 664""<br><br></li></ul></div>",http://www.carlislebelts.com/cms_files/original/11001_Carlisle_Belts_LineCard_Brochure_USA_06151711.pdf,Carlisle CP265MS Super Blue Ribbon V-Belt
C128MS,http://www.carlislebelts.com/cms_uploads/Super_II_V_Belt1.jpg,http://www.carlislebelts.com/cms_files/original/Super_II_V_Belt_specs.pdf,2984603,"<div><p><em><img width=""298"" height=""38"" style=""vertical-align: baseline;"" src=""/cms_files/original/USA___CHEK_MATE_LOGO_298x38.jpg""></em></p><p><em>The Problem Solver!</em> Super II v-belts are the solution to the constant and costly problem of replacing ordinary v-belts on troublesome drives. Specially formulated fiber-loaded EPDM rubber compounds, engineered fabrics and high-modulus polyester cord offer greater strength, longer life, better heat dissipation and higher efficiencies than best-in-class wrapped v-belts. The unique CNA (central neutral axis) cord placement positions the strength of the belt lower on the pulleys to maintain stability and prevent roll-over. The raw edge construction results in more efficient power transmission and reduced energy loss.</p><p><strong>Features/Advantages</strong></p><ul><li>Higher performance alternative to classical wrapped v-belts</li><li>More energy efficient than wrapped v-belts</li><li>Unique design for longer life</li><li>Less maintenance and downtime</li><li>EPDM rubber compound is static conductive, resistant to hardening and glazing, and operates in a broad temperature range (-50ºF to +250ºF)</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Shaker screens, debarkers, industrial washers and dryers, and more</li></ul><p><strong>Sizes</strong></p><ul><li>A, B and C cross-sections from 17"" to 144""<br><br></li></ul></div>",http://www.carlislebelts.com /cms_files/original/10952_CarlisleSuperIIEPDM_HVAC_Brochure_0706171.pdf,Carlisle C128MS Super II V-Belt
B52,https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/17488/carlisle_vbelt.jpg,http://www.carlislebelts.com/cms_files/original/Super_II_V_Belt_specs.pdf,2017488,"<table class='description-table'><caption>Replaces:</caption><tr><th>ALLEN'S AUTO PARTS</th><td>GATB52</td></tr><tr><th>ALLIS CHALMERS</th><td>1124461</td></tr><tr><th>ALLIS CHALMERS</th><td>534565</td></tr><tr><th>ALLIS CHALMERS</th><td>70534565</td></tr><tr><th>BOSTWICK-BRAUN</th><td>384380</td></tr><tr><th>BRAMEC CORP</th><td>17983</td></tr><tr><th>C C I L</th><td>12448</td></tr><tr><th>CARDINAL</th><td>A22701</td></tr><tr><th>CASE/IH</th><td>28588K</td></tr><tr><th>CASE/IH</th><td>4351B</td></tr><tr><th>DAYCO</th><td>BP52</td></tr><tr><th>FAMILY FARM &amp; HOME</th><td>160879</td></tr><tr><th>GSI/GRAIN SYSTEMS, INC</th><td>40118</td></tr><tr><th>HESSTON</th><td>856492</td></tr><tr><th>MACDON</th><td>K11781</td></tr><tr><th>ORGILL</th><td>347-7940</td></tr><tr><th>ORGILL</th><td>3477940</td></tr><tr><th>TSC CANADA</th><td>62152</td></tr><tr><th>VAPORMATIC</th><td>V9L0020</td></tr></table>",http://www.carlislebelts.com /cms_files/original/10952_CarlisleSuperIIEPDM_HVAC_Brochure_0706171.pdf,Carlisle B52 Super Ii V-Belt
8V5000MS,http://www.carlislebelts.com/cms_uploads/Wedge_Band1.jpg,http://www.carlislebelts.com/cms_files/original/Wedge_Band_specs.pdf,2985414,"<div><p>Wedge-Band is the banded version of the hard-working Super Power-Wedge v-belt. Wedge-Band is an excellent choice for virtually any application where increased horsepower capacity and output is needed, or where conventional multiple belt drives are impractical because of space or weight limitations. The specially compounded wrapped construction is ideal for clutching operations. Banded v-belts are ideally suited for pulsating or heavily shock loaded drives and drives with extremely long center distances. Wedge-Band is oil and heat resistant, static dissipating, and it won’t turn over or jump off the drive.</p><p><strong>Features/Advantages</strong></p><ul><li><p>Prevents belt whip and rollover on long center distance drives</p></li><li><p>Smoother clutching</p></li><li><p>Space and weight saver</p></li><li><p>Oversized polyester cord provides added belt strength and stability</p></li><li><p>Cord is chemically treated for resistance to belt stretch</p></li><li><p>Tie-band is highly engineered to permanently bond multiple belts together enabling the belts to function as a single unit with even load distribution and wear</p></li><li><p>Vibration is dampened</p></li><li><p>Heavy shock loads are absorbed</p></li><li></li></ul><p><strong>Applications</strong></p><ul><li>Mud pumps, rock crushers, stump grinders, and more</li></ul><p><strong>Sizes</strong></p><ul><li>R3V, R5V and R8V cross-sections from 34"" to 601""</li></ul></div>",http://www.carlislebelts.com/cms_files/original/11001_Carlisle_Belts_LineCard_Brochure_USA_06151711.pdf,Carlisle 8V5000MS Super Power-Wedge V-Belt
A65MS,http://www.carlislebelts.com/cms_uploads/Super_II_V_Belt1.jpg,http://www.carlislebelts.com/cms_files/original/Super_II_V_Belt_specs.pdf,2984452,"<div><p><em><img width=""298"" height=""38"" style=""vertical-align: baseline;"" src=""/cms_files/original/USA___CHEK_MATE_LOGO_298x38.jpg""></em></p><p><em>The Problem Solver!</em> Super II v-belts are the solution to the constant and costly problem of replacing ordinary v-belts on troublesome drives. Specially formulated fiber-loaded EPDM rubber compounds, engineered fabrics and high-modulus polyester cord offer greater strength, longer life, better heat dissipation and higher efficiencies than best-in-class wrapped v-belts. The unique CNA (central neutral axis) cord placement positions the strength of the belt lower on the pulleys to maintain stability and prevent roll-over. The raw edge construction results in more efficient power transmission and reduced energy loss.</p><p><strong>Features/Advantages</strong></p><ul><li>Higher performance alternative to classical wrapped v-belts</li><li>More energy efficient than wrapped v-belts</li><li>Unique design for longer life</li><li>Less maintenance and downtime</li><li>EPDM rubber compound is static conductive, resistant to hardening and glazing, and operates in a broad temperature range (-50ºF to +250ºF)</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Shaker screens, debarkers, industrial washers and dryers, and more</li></ul><p><strong>Sizes</strong></p><ul><li>A, B and C cross-sections from 17"" to 144""<br><br></li></ul></div>",http://www.carlislebelts.com /cms_files/original/10952_CarlisleSuperIIEPDM_HVAC_Brochure_0706171.pdf,Carlisle A65MS Super II V-Belt
CP145MS,http://www.carlislebelts.com/cms_uploads/Super_Blue_Ribbon_V_Belt1.jpg,http://www.carlislebelts.com/cms_files/original/Super_Blue_Ribbon_v_belt_specs.pdf,2984995,"<div><p>The finest wrapped belt in the industry and workhorse of classical V-belts. Super Blue Ribbon v-belts assure dependable length stability and require less re-tensioning and take-up. The cord is coated with a special compound that produces a secure, long-lasting bond with the surrounding rubber. The heavy-duty fabric cover protects the core. Its extra flexibility permits the belt to bend more easily around the smallest pulleys with less strain on the fabric. Longer belt life results in less frequent replacement, less downtime and lower maintenance costs.</p><p><strong>Features/Advantages</strong></p><ul><li>Dependable performance on classical belt drives</li><li>Heavy duty cover is impregnated with oil and heat resistant rubber</li><li>Resists flex fatigue</li><li>Longer belt life</li><li>Smoother running</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Mixers, pumps, conveyors, any and everything, and more</li></ul><p><strong>Sizes</strong></p><ul><li>AP, BP, CP, DP, EP cross-sections from 22"" to 664""<br><br></li></ul></div>",http://www.carlislebelts.com/cms_files/original/11001_Carlisle_Belts_LineCard_Brochure_USA_06151711.pdf,Carlisle CP145MS Super Blue Ribbon V-Belt
B50,https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/17486/carlisle_vbelt.jpg,http://www.carlislebelts.com/cms_files/original/Super_II_V_Belt_specs.pdf,2017486,<table class='description-table'><caption>Replaces:</caption><tr><th>ALLEN'S AUTO PARTS</th><td>GATB50</td></tr><tr><th>ALLIS CHALMERS</th><td>529192</td></tr><tr><th>ALLIS CHALMERS</th><td>70529192</td></tr><tr><th>BOSTWICK-BRAUN</th><td>262986</td></tr><tr><th>BOSTWICK-BRAUN</th><td>420760</td></tr><tr><th>BRAMEC CORP</th><td>17981</td></tr><tr><th>BULTER MANUFACTURING</th><td>PU1069</td></tr><tr><th>CASE/IH</th><td>20209K</td></tr><tr><th>CASE/IH</th><td>203651C1</td></tr><tr><th>DAYCO</th><td>BP50</td></tr><tr><th>FAMILY FARM &amp; HOME</th><td>160853</td></tr><tr><th>HESSTON</th><td>856195</td></tr><tr><th>JOHN DEERE</th><td>E61326</td></tr><tr><th>ORGILL</th><td>658-8974</td></tr><tr><th>ORGILL</th><td>6588974</td></tr><tr><th>TERRACARE</th><td>PS-130N</td></tr><tr><th>THERMO KING</th><td>78368</td></tr><tr><th>TSC CANADA</th><td>62150</td></tr></table>,http://www.carlislebelts.com /cms_files/original/10952_CarlisleSuperIIEPDM_HVAC_Brochure_0706171.pdf,Carlisle B50 Super Ii V-Belt
