main_image,catalog_number,ids,additional_description,attributes,description
product_images/22/07974/5430_OMP_p3JOV77.jpg,B5625 OHP,2207974,"<div>\n        \n	\n		\n			 <h5>Premium Duty Spring Retractable Hose Reel</h5>\n		\n			 Series 5000 reels are durable and compact for a wide range of applications with critical space requirements. A full flow shaft and swivel assures maximum product delivery. The Series B5000 reels include the ratchet latch design.\n		\n	\n\n        \n            <ul>\n                <li>Reinforced Steel - The robotically welded steel base offers maximum strength and consistent quality. All steel components are powder coated for maximum corrosion resistance.</li>\n                <li>Full Flow Stress Free Swivel design - The full flow swivel combines the highest grade seal design and materials with bearing areas to insure maximum service life. The hose is plumbed into the base to eliminate the risk of undue stress on the swivel.</li>\n                <li>Long Life Drive Spring - Declutching arbor virtually eliminates possibility of spring damage due to reverse winding. Only the highest quality spring steel is used and conditioned to insure there are no imperfections offering maximum service life.</li>\n                <li>Ratchet Latch Design - The latch pawl is mounted on guide arm to prevent lock out at full extension. </li>\n            </ul>\n            \n    </div><h5>Specifications</h5><div><table class=""description-table"">\n			<tr>\n				<th>Part Number</th><td>B5625 OHP                     </td>\n			</tr><tr>\n				<th>Series</th><td>5000</td>\n			</tr><tr>\n				<th>Weight (lbs)</th><td>32        </td>\n			</tr><tr>\n				<th>Hose I.D. (in)</th><td>3/8""</td>\n			</tr><tr>\n				<th>Hose O.D. (in)</th><td>.730      </td>\n			</tr><tr>\n				<th>Hose Length (ft)</th><td>25</td>\n			</tr><tr>\n				<th>Pressure (psi)</th><td>4800</td>\n			</tr><tr>\n				<th>Outlet (in)</th><td>1/4 (M)NPTF</td>\n			</tr><tr>\n				<th>Inlet (in)</th><td>1/4 (F)NPTF</td>\n			</tr><tr>\n				<th>Hose Included</th><td>yes</td>\n			</tr><tr>\n				<th>Max Temperature (°F)</th><td>210       </td>\n			</tr><tr>\n				<th>Warehouse</th><td> </td>\n			</tr>\n		</table><table class=""description-table"">\n		<tr>\n			<th>A</th><td>14.375""</td>\n		</tr><tr>\n			<th>B</th><td>14""</td>\n		</tr><tr>\n			<th>C</th><td>9.75""</td>\n		</tr><tr>\n			<th>D</th><td>2.5""</td>\n		</tr><tr>\n			<th>E</th><td>6.125""</td>\n		</tr>\n	</table></div>","<table><tr><td><font><b>Part Number</b></font></td><td><font>B5625 OHP </font></td></tr><tr><td><font><b>Series</b></font></td><td><font>5000</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>32</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>3/8""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>.730</font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>25</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>4800</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font>1/4 NPT(M)</font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>1/4 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>1/4 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>Yes</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>210 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font></font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567009313</font></td></tr></table>",ReelCraft B5625 OHP SERIES 5000 OPEN W/HOSE 3/8 x 25ft 4000psi
product_images/22/08166/2n1Olfi.png,D9175 OHPBW,2208166,"<table>
			<tr>
				<td><font></font></td><td><font><b>Ultimate Duty Spring Retractable Reel</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Series 9000 mobile base reels offer the greatest amount of stability for high volume air, water, diesel fuel and gasoline. Ideal for portable service trucks, permanent service or plant work areas. A durable baked-on powder coat finish produces a rugged corrosion resistant product suitable for a wide variety of heavy duty applications.</font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>Substantial base frame - The full width frame has the greatest amount of mounting area and overall strength of reels within its class.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Full flow stress free swivel design - The full flow swivel combines the highest grade seal design and materials with bearing areas to insure maximum service life. </li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn3""><li>Long life drive spring - Declutching arbor virtually eliminates possibility of spring damage due to reverse winding.  Only the highest quality spring steel is used and conditioned to insure there are no imperfections offering maximum service life.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn4""><li>Robust latching mechanism - Latch and ratchet are made of heavy duty cast aluminum with substantial surface area to limit the opportunity for premature wear.</li></span></p>
                    </ul>","<table><tr><td><font><b>Part Number</b></font></td><td><font>D9175 OHP </font></td></tr><tr><td><font><b>Series</b></font></td><td><font>9000 </font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>153 </font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>3/8""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>.730</font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>75</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>4800</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font>3/8 NPT(M)</font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>Yes</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>210 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font></font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567001973</font></td></tr></table>",ReelCraft D9175 OHPBW SERIES 9000 OPEN W/HOSE 3/8 X 75ft 4000psi
product_images/22/08014/FD9350_OLPBW.jpg,URD9275 OLBBW70,2208014,"<div>\n        \n        \n		\n			\n				 <h5>Spring Retractable DEF Hose Reel</h5>\n			\n				 Reelcraft introduces its DEF Dispensing line of spring retractable hose reels. Designed to aide in the dispensing of Diesel Emissions Fluid (DEF) for late model diesel engines, these reels are an integral part in emerging DEF service stations in marinas, truck stops and garages. This sort of dispensing equipment is going to become more prevalent across the United States as the push for greener emissions standards escalates. Reelcraft is offering a solution.\n			\n		\n	\n        \n            <ul>\n                <li>Corrosion Resistance - Internal fluid path parts are made from 304L grade stainless steel and features Viton o-rings. Carbon steel parts receive a uniform polyester powder coat prior to assembly.</li>\n                <li>Convenience - Reels keep longer lengths of hose in an organized manor and make it easier to access hard to reach fuel tanks.</li>\n                <li>Integration - We offer National Pipe Thread fittings as well as British Parallel to ensure that the reel will integrate with other components of your DEF system.</li>\n                <li>Extended Hose Life - Reel stores expensive hose up and out of harms way greatly extending the service life of hose.</li>\n            </ul>\n            \n    </div><h5>Specifications</h5><div><table class=""description-table"">\n				<tr>\n					<th>Part Number</th><td>URD9275 OLBBW70</td>\n				</tr><tr>\n					<th>Series</th><td>9000</td>\n				</tr><tr>\n					<th>Weight (lbs)</th><td>125       </td>\n				</tr><tr>\n					<th>Hose I.D. (in)</th><td>1/2""</td>\n				</tr><tr>\n					<th>Hose O.D. (in)</th><td>.844      </td>\n				</tr><tr>\n					<th>Hose Length (ft)</th><td>75</td>\n				</tr><tr>\n					<th>Pressure (psi)</th><td>300</td>\n				</tr><tr>\n					<th>Outlet (in)</th><td>1/2 (M)BSPP</td>\n				</tr><tr>\n					<th>Inlet (in)</th><td>1/2 (F)BSPP</td>\n				</tr><tr>\n					<th>Hose Included</th><td>yes</td>\n				</tr><tr>\n					<th>Max Temperature (°F)</th><td>150       </td>\n				</tr><tr>\n					<th>Warehouse</th><td> </td>\n				</tr>\n			</table><table class=""description-table"">\n			<tr>\n				<th>A</th><td>26.375""</td>\n			</tr><tr>\n				<th>B</th><td>26.25""</td>\n			</tr><tr>\n				<th>C</th><td>22.25""</td>\n			</tr><tr>\n				<th>D</th><td>7.75""</td>\n			</tr><tr>\n				<th>E</th><td>12""</td>\n			</tr><tr>\n				<th>F</th><td>24.125""</td>\n			</tr><tr>\n				<th>G</th><td>4.75""</td>\n			</tr>\n		</table></div>","<table><tr><td><font><b>Part Number</b></font></td><td><font>URD9275 OLBBW70</font></td></tr><tr><td><font><b>Series</b></font></td><td><font>9000</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>125 </font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>1/2""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>.844</font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>75</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>300</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font>1/2 BSPP(M)</font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>1/2 BSPP(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>Yes</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>150 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font></font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567021513</font></td></tr></table>",ReelCraft URD9275 OLBBW70 DEF DISPENSING HOSE REEL W/HOSE 1/2 x 75ft 300psi
product_images/22/08210/8RqsczQ.png,EB37122L12D,2208210,"<table>
			<tr>
				<td><font></font></td><td><font><b>Heavy Duty 12 V DC Motor Driven Hose Reel</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Reelcraft's Series 30000 hose reels are designed for rugged, heavy duty applications requiring long lengths of hose and large storage capacity. All-bolted unitized construction with no welds to fatigue, full flow swivel and heavy gauge steel frame, spool and drum ensure longest service life. Series 30000s vibration-proof, self-locking fasteners are ideal for industrial or field use such as turf care or pest control. NOTE: Series EB37000 reels do not have a gooseneck.</font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>Optional lock pin to prevent spool rotation when the reel is not in use.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Full flow stress free swivel design - The full flow swivel combines the highest grade seal design and materials with bearing areas to insure maximum service life. </li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn3""><li>Quality finish and corrosion resistant - Individually powder coated components offer the maximum protection from premature corrosion.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn4""><li>Motor options - Multiple motor options provide an easy method to rewind long lengths of hose.</li></span></p>
                    </ul>","<table><tr><td><font><b>Part Number</b></font></td><td><font>EB37122 L12D</font></td></tr><tr><td><font><b>Series</b></font></td><td><font>37000</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>73</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>1""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>1.375 </font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>125</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>300</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font></font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>1 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>1 NPT(M)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>No</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>250 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font></font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567020769</font></td></tr></table>",ReelCraft EB37122L12D SERIES 30000 ELECTRIC MOTOR REEL WITHOUT HOSE
https://www.reelcraft.com/catalog/catalog_images/GC7925_OLP.jpg,GC7925OLP,5029887,"<table>
			<tr>
				<td><font></font></td><td><font><b>Heavy Duty Spring Retractable Hose Reel</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Reelcrafts garden hose reels are designed to be mounted centrally and used for watering and washdown. They offer longer lengths of larger I.D. hose, are spring driven, and come equipped with garden hose end fittings (designated by an NH). Model includes hose, bumper and inlet hose, providing a reel solution out of the box.</font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>Long spring life - Spring is made from high quality spring steel and conditioned to remove imperfections.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Structural strength - Reel components are made from industrial grade steel and ribs are added to give added stability.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn3""><li>Ease of use - Guide arm is easily adjustable to numerous positions. Hose bumper maintains desired working hose length.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn4""><li>Corrosion resistant - Parts are individually powder-coated for high quality, uniform paint adhesion. The result is a brilliant abrasion/corrosion resistant finish that keeps these reels looking new through years of use.</li></span></p>
                    </ul>","<table><tr><td><font><b>Part Number</b></font></td><td><font>GC7925 OLP</font></td></tr><tr><td><font><b>Series</b></font></td><td><font>7000</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>53 </font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>3/4""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>1.075 </font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>25</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>250</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font>3/4 NH(M)</font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>3/4 NH (F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>3/4 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>Yes</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>150 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font></font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567012702</font></td></tr></table>",Reelcraft GC7925OLP Garden hose Reel 3/4 IN hose
product_images/22/08162/D8850_OMP_O19uop6.jpg,E8850 OMP,2208162,"<div>\n        \n	\n		\n			 <h5>Ultimate Duty Spring Retractable Hose Reel</h5>\n		\n			 The ultra duty aluminum cast base and arm of the Series D8000 and E8000 offers the highest rigidity among this class of hose reels. The guide arm is field-adjustable for floor, wall, ceiling, pit and truck mounting. The durable baked-on, powder-coat finish provides a high quality ultra-violet radiation (sunlight), weather and chip-resistant finish. *Series E8000 reels are for lubrication trucks.*\n		\n	\n\n        \n            <ul>\n                <li>Heavy Duty Cast Base and Guide Arm - The high tensile strength guide arm and base offers the ultimate resistance to shock and vibration insuring maximum strength and lightest possible weight.</li>\n                <li>Full Flow Stress Free Swivel design - The full flow swivel combines the highest grade seal design and materials with bearing areas to insure maximum service life. The hose is plumbed into the base to eliminate the risk of undue stress on the swivel.</li>\n                <li>Long Life Drive Spring - Declutching arbor virtually eliminates possibility of spring damage due to reverse winding.  Only the highest quality spring steel is used and conditioned to insure there are no imperfections offering maximum service life.</li>\n                <li>Quality Finish and Corrosions Resistant - Individually powder coated components offer the maximum protection from premature corrosion.</li>\n            </ul>\n            \n    </div><h5>Specifications</h5><div><table class=""description-table"">\n			<tr>\n				<th>Part Number</th><td>E8850 OMP                     </td>\n			</tr><tr>\n				<th>Series</th><td>8000           </td>\n			</tr><tr>\n				<th>Weight (lbs)</th><td>57        </td>\n			</tr><tr>\n				<th>Hose I.D. (in)</th><td>1/2""</td>\n			</tr><tr>\n				<th>Hose O.D. (in)</th><td>.820      </td>\n			</tr><tr>\n				<th>Hose Length (ft)</th><td>50</td>\n			</tr><tr>\n				<th>Pressure (psi)</th><td>3250</td>\n			</tr><tr>\n				<th>Outlet (in)</th><td>1/2 (M)NPTF</td>\n			</tr><tr>\n				<th>Inlet (in)</th><td>1/2 (F)NPTF</td>\n			</tr><tr>\n				<th>Hose Included</th><td>yes</td>\n			</tr><tr>\n				<th>Max Temperature (°F)</th><td>210       </td>\n			</tr><tr>\n				<th>Warehouse</th><td> </td>\n			</tr>\n		</table><table class=""description-table"">\n		<tr>\n			<th>A</th><td>21.125""</td>\n		</tr><tr>\n			<th>B</th><td>19""</td>\n		</tr><tr>\n			<th>C</th><td>7.875""</td>\n		</tr><tr>\n			<th>D</th><td>3.75""</td>\n		</tr><tr>\n			<th>E</th><td>9.25""</td>\n		</tr>\n	</table></div>","<table><tr><td><font><b>Part Number</b></font></td><td><font>E8850 OMP </font></td></tr><tr><td><font><b>Series</b></font></td><td><font>8000 </font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>57</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>1/2""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>.820</font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>50</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>3250</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font>1/2 NPT(M)</font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>Yes</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>210 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font>CA</font></td></tr><tr><td><font><b>UPC</b></font></td><td><font></font></td></tr></table>",ReelCraft E8850 OMP SERIES 8000 OPEN W/HOSE 1/2 X 50ft 3250psi
product_images/22/08186/FD9350_OLPBW_o9DjaGZ.jpg,E9275 OMPBW,2208186,"<div>\n        \n        \n		\n			\n				 <h5>Ultimate Duty Spring Retractable Reel</h5>\n			\n				 Series 9000 mobile base reels offer the greatest amount of stability for high volume air, water, diesel fuel and gasoline. Ideal for portable service trucks, permanent service or plant work areas. A durable baked-on powder coat finish produces a rugged corrosion resistant product suitable for a wide variety of heavy duty applications.\n			\n		\n	\n        \n            <ul>\n                <li>Substantial Base Frame - The full width frame has the greatest amount of mounting area and overall strength of reels within its class.</li>\n                <li>Full Flow Stress Free Swivel design - The full flow swivel combines the highest grade seal design and materials with bearing areas to insure maximum service life.</li>\n                <li>Long Life Drive Spring - Declutching arbor virtually eliminates possibility of spring damage due to reverse winding.  Only the highest quality spring steel is used and conditioned to insure there are no imperfections offering maximum service life.</li>\n                <li>Robust Latching mechanism - Latch and ratchet are made of heavy duty cast aluminum with substantial surface area to limit the opportunity for premature wear.</li>\n            </ul>\n            \n    </div><h5>Specifications</h5><div><table class=""description-table"">\n				<tr>\n					<th>Part Number</th><td>E9275 OMP                     </td>\n				</tr><tr>\n					<th>Series</th><td>9000           </td>\n				</tr><tr>\n					<th>Weight (lbs)</th><td>131       </td>\n				</tr><tr>\n					<th>Hose I.D. (in)</th><td>1/2""</td>\n				</tr><tr>\n					<th>Hose O.D. (in)</th><td>.820      </td>\n				</tr><tr>\n					<th>Hose Length (ft)</th><td>75</td>\n				</tr><tr>\n					<th>Pressure (psi)</th><td>3250</td>\n				</tr><tr>\n					<th>Outlet (in)</th><td>1/2 (M)NPTF</td>\n				</tr><tr>\n					<th>Inlet (in)</th><td>1/2 (F)NPTF</td>\n				</tr><tr>\n					<th>Hose Included</th><td>yes</td>\n				</tr><tr>\n					<th>Max Temperature (°F)</th><td>210       </td>\n				</tr><tr>\n					<th>Warehouse</th><td> </td>\n				</tr>\n			</table><table class=""description-table"">\n			<tr>\n				<th>A</th><td>26.375""</td>\n			</tr><tr>\n				<th>B</th><td>26.25""</td>\n			</tr><tr>\n				<th>C</th><td>22.25""</td>\n			</tr><tr>\n				<th>D</th><td>7.75""</td>\n			</tr><tr>\n				<th>E</th><td>12""</td>\n			</tr><tr>\n				<th>F</th><td>24.125""</td>\n			</tr><tr>\n				<th>G</th><td>4.75""</td>\n			</tr>\n		</table></div>","<table><tr><td><font><b>Part Number</b></font></td><td><font>E9275 OMP </font></td></tr><tr><td><font><b>Series</b></font></td><td><font>9000 </font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>131 </font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>1/2""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>.820</font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>75</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>3250</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font>1/2 NPT(M)</font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>Yes</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>210 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font></font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567001935</font></td></tr></table>",ReelCraft E9275 OMPBW SERIES 9000 OPEN W/HOSE 1/2 X 75ft 3250psi
product_images/22/08310/DP5800_OLP_Uv8m5uC.jpg,DP5600 OLP,2208310,"<div>\n        \n	\n		\n			 <h5>Heavy Duty Compact Dual Pedestal Hose Reel</h5>\n		\n			 Reelcraft’s new compact dual pedestal Series DP5000 features an innovative, non-welded, interlocking base. Independent testing to military standards has proven the reel stand up to heavy vibration, which makes them especially strong and ideal for truck-mounted applications. Superbly engineered dual pedestal base and guide arm are structurally reinforced. All-steel construction and a baked-on powder coat finish combine to produce a rugged corrosion-resistant product suitable for a wide variety of heavy duty applications.\n		\n	\n\n        \n            <ul>\n                <li>Reinforced Steel - Steel guide arm and dual pedestal base are stamped with ribs and gussets to insure maximum strength and lightest possible weight. The interlocking base eliminated the need for welds increasing the strength while utilizing fewer parts.</li>\n                <li>Superior Latch Spring Design - The torsions style latch spring life far exceeds that of conventional coil springs.</li>\n                <li>Full Flow Stress Free Swivel design - The full flow swivel combines the highest grade seal design and materials with bearing areas to insure maximum service life. The swivel rides on a through shaft offering unparalled support and strength.</li>\n                <li>Long Life Drive Spring - Declutching arbor eliminates reverse spring winding, and torsions latch spring is virtually unbreakable.  High quality spring steel is used and conditioned to insure there are no imperfections offering maximum service life.</li>\n            </ul>\n            \n    </div><h5>Specifications</h5><div><table class=""description-table"">\n			<tr>\n				<th>Part Number</th><td>DP5600 OLP                    </td>\n			</tr><tr>\n				<th>Series</th><td>DP5000         </td>\n			</tr><tr>\n				<th>Weight (lbs)</th><td>37        </td>\n			</tr><tr>\n				<th>Hose I.D. (in)</th><td>3/8""</td>\n			</tr><tr>\n				<th>Hose O.D. (in)</th><td>.600      </td>\n			</tr><tr>\n				<th>Hose Length (ft)</th><td>35</td>\n			</tr><tr>\n				<th>Pressure (psi)</th><td>500</td>\n			</tr><tr>\n				<th>Outlet (in)</th><td> </td>\n			</tr><tr>\n				<th>Inlet (in)</th><td>1/2 (F)NPTF</td>\n			</tr><tr>\n				<th>Hose Included</th><td>no</td>\n			</tr><tr>\n				<th>Max Temperature (°F)</th><td>210       </td>\n			</tr><tr>\n				<th>Warehouse</th><td> </td>\n			</tr>\n		</table><table class=""description-table"">\n		<tr>\n			<th>A</th><td>16.375""</td>\n		</tr><tr>\n			<th>B</th><td>14.375""</td>\n		</tr><tr>\n			<th>C</th><td>7""</td>\n		</tr><tr>\n			<th>D</th><td>4""</td>\n		</tr><tr>\n			<th>E</th><td>8""</td>\n		</tr>\n	</table></div>","<table><tr><td><font><b>Part Number</b></font></td><td><font>DP5600 OLP</font></td></tr><tr><td><font><b>Series</b></font></td><td><font>DP5000 </font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>37</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>3/8""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>.600</font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>35</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>500</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font></font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>No</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>210 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font></font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567007258</font></td></tr></table>",ReelCraft DP5600 OLP SERIES DP5000-COMPACT DUAL PEDESTAL 3/8 X 35ft 500psi AIR / WATER WITHO
product_images/27/93517/EC5OTyD.png,S601027-40,2793517,"<table>
		<tr>
			<td><font></font></td><td><font><b>Low Pressure Air/Water Hose</b></font></td>
		</tr><tr>
			<td><font></font></td><td><font>Low pressure, air/water, PVC nylon braid hose. Be sure working pressure required does not exceed rating listed in chart.</font></td>
		</tr>
	</table>",<table><tr><td><font><b>Part Number</b></font></td><td><font>S601027-40</font></td></tr><tr><td><font><b>Hose Type</b></font></td><td><font>Air/Water </font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>17.7</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>1</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>1.375 </font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>40</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>250</font></td></tr><tr><td><font><b>End Fitting</b></font></td><td><font>3/4 NPT(M) </font></td></tr><tr><td><font><b>End Fitting</b></font></td><td><font>1 NPT(M) </font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>150 </font></td></tr></table>,Reelcraft S601027-40 HOSE PVC 1 X 40FT 3/4 X 1 NPTF (M) 250 PSI
product_images/27/93408/mKPV9Iu.png,LC607 OLS,2793408,"<table>
			<tr>
				<td><font></font></td><td><font><b>Spring Retractable Stainless Steel Hose Reel</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Reelcrafts new Series LC stainless steel hose reels are developed for light-duty, spring-driven hose reel applications in corrosive or sanitary environments. Designed for stationary indoor and outdoor use, these reels can main_image,catalog_number,ids,additional_description,attributes,description
product_images/27/93475/9DQPQYU.png,L 4035 A 163 5,2793475,"<table>
			<tr>
				<td><font></font></td><td><font><b>Heavy Duty Light Cord Reel</b></font></td>
			</tr><tr>
				<td><font></font></td><td><font>Reelcraft's series L 4000 and L 5000 power and light cord reels offer many different styles of outlets and lamps. Easy to mount and structurally strong, the power cord and light cord reels have robotically welded heavy gauge steel frame that attaches to most structurally sound surfaces. For indoor, non-weather tight applications only. *UL/CSA approved*</font></td>
			</tr>
		</table><ul class=""bullets"">
                        <p><span id=""Repeater7_ctl00_lblBtn1""><li>Reinforced steel - The robotically welded steel base offers maximum strength and consistent quality.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn2""><li>Heavy duty collector ring - A robust collector ring assures maximum conductivity current flow.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn3""><li>Long life drive spring - Declutching arbor virtually eliminates possibility of spring damage due to reverse winding.  Only the highest quality spring steel is used and conditioned to insure there are no imperfections offering maximum service life.</li></span></p>
                        <p><span id=""Repeater7_ctl00_lblBtn4""><li>Quality finish and corrosion resistant - Individually powder coated components offer the maximum protection from premature corrosion.</li></span></p>
