id,catalog_number,additional_description
2065307,6 B 42 P,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065311,6 B 50 P,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065223,5 C 86 Q,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065183,5 B 94 R,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065323,6 B 74 Q,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065327,6 B 86 Q,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065315,6 B 58 Q,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065335,6 C 102 Q,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065339,6 C 110 Q,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065343,6 C 120 R,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065347,6 C 150 R,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065303,6 B 36 P,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065355,6 C 240 R,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065331,6 B 94 Q,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065319,6 B 66 Q,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065367,6 C 74 Q,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065371,6 C 82 Q,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065379,6 C 94 Q,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065375,6 C 90 Q,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065387,6 3V 1900 R,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065363,6 C 440 R,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065395,6 3V 650 Q,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065351,6 C 180 S,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065403,6 5V 1600 S,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065279,5 8V 4800 U,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065411,6 5V 900 R,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065415,6 8V 1320 S,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065419,6 8V 1700 S,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065407,6 5V 5000 U,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065359,6 C 300 R,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065423,6 8V 2120 S,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065451,7 C 110 R,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065455,7 C 150 R,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065459,7 C 200 S,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065299,6 B 250 R,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065467,7 C 500 S,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065471,7 C 90 R,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065479,8 B 154 R,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065483,8 B 300 R,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065487,8 B 54 Q,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065491,8 B 62 Q,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065463,7 C 300 S,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065503,8 C 106 R,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065507,8 C 140 R,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065511,8 C 180 U,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065499,8 B 90 R,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065519,8 C 360 S,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065527,8 C 90 R,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065515,8 C 240 U,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065535,8 3V 2500 R,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065531,8 C 98 R,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065543,8 3V 690 Q,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065539,8 3V 530 Q,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065523,8 C 500 S,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065547,8 5V 1180 S,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065383,6 C 98 Q,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2065275,5 8V 2120 S,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065551,8 5V 1500 S,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065563,8 8V 2120 U,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065567,8 8V 4800 W,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065591,8MX26S12-1108,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2065399,6 5V 1250 S,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065603,8MX32S12-1210,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2065391,6 3V 500 Q,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065615,8MX35S36-1610,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2065607,8MX33S21-1610,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2065623,8MX38S12-1610,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2065595,8MX28S12-1108,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2065635,8MX41S21-2012,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2065587,8MX224S36-3525,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2065571,8MX112S12-2012,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2065655,8MX53S36-2012,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2065619,8MX36S62-1610,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2065555,8 8V 1320 S,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065559,8 8V 1700 U,"
                     Hi cap sheaves (narrow v-belts) are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding 5000
                "
2065639,8MX42S36-2012,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2065627,8MX39S12-1610,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2063990,F14MX224S37,"
                    Martin MPC sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2063982,F14MX168S20-F,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2063986,F14MX200S20-F,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2064010,F8MX180S21-SF,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2064014,F8MX40S21-SH,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2064002,F14MX33S20-SK,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2064006,F14MX35S20-SK,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2063994,F14MX29S20-SK,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2064382,PB14MX28S68,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2064386,PB14MX29S90,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2064390,PB14MX31S125,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2064394,PB14MX32S68,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2064402,PB14MX35S125,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2064410,PB14MX39S90,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2064398,PB14MX33S90,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2064434,PB8MX32S21,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2064473,1 B 38 P,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2064414,PB14MX45S125,"
                    Martin MPC® sprockets are manufactured to extremely close specifications and are stocked in minimum plain bore, Taper Bushed, Q.D. Bushed styles depending on size and pitch.  Synchronous sprockets are non-slip toothed drives that require no lubrication. These sprockets have a wide speed range, are very efficient and make less noise than chain drives. Teeth on the belts are molded to conform with and engage the teeth on a mating sprocket.
                "
2064485,1 B 64 P,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2064481,1 B 56 P,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2064493,1 C 110 Q,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2064497,1 C 200 Q,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2064501,1 C 72 Q,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2064477,1 B 48 P,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2064509,1 C 88 Q,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2064513,1 C 96 Q,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
2064465,1 B 136 Q,"
                    Conventional (wide/classical) sheaves are manufactured from class 30 gray iron (30,000 tensile strength) and can have a maximum speed of 6500 FPM. All Martin sheaves are statically balanced. Dynamic balancing should be considered for any sheaves exceeding
                "
