id;catalog_number;description;add_descr;img_url;attributes
864557;G308C100;G308C100 G308C N-ISO1ETH;"<h5>Description</h5><p>The G308C operator interface touchscreen terminal offers a 7.7 inch TFT 32K VGA color display with an integrated seven-key programmable membrane keypad. The resistive analog touchscreen is built to withstand the demands of daily use. Users can enter data through the touchscreen or the keypad.</p><p>The G308 is able to communicate with many different types of hardware using high-speed RS232/422/485 communications ports and Ethernet 10 Base T/100 Base-TX communications. In addition, the G308 features USB for fast downloads of configuration files and access to trending and data logging. A CompactFlash socket is provided so that Flash cards can be used to collect your trending and data logging information as well as to store larger configuration files. </p><p><strong>For information on cables and drivers click </strong><a href='http://www.redlion.net/Support/Downloads/DeviceDrivers/G3.html' class='RLCLink'>here.</a></p><h5>Specifications</h5><div><ul><li>3rd Generation HMI from Red Lion</li>\n<li>Powerful 32-bit ColdFire Processor</li>\n<li>Integrated Protocol Converter</li>\n<li>2  RS-232 Serial Ports</li>\n<li>1 RS-422/485 Serial Port</li>\n<li>10/100-Base-TX Ethernet Port</li>\n<li>Remote Web Access and Control Facility</li>\n<li>USB Port for Configuration Download</li>\n<li>Compact Flash Socket for Data Logging</li>\n<li>NEMA 4X / IP66 Front Panel</li>\n<li>UL Listed for use in Hazardous Locations. (See literature for class</li>\n<li>and division details.)</li>\n<li>24V DC Operation</li>\n</ul><p>Configured using Crimson 2.0 or 3.0 Software Configuration and Firmware are Stored in 32MB of Non-volatile FLASH Memory 7.7"" TFT  32K VGA 640x480 Pixel LCD Dedicated MENU Key and 6 Soft-Keys Three front panel LED indicators Resistive Analog Touchscreen</p>\n</div><h5>Accessories</h5><div>\n            <table class=""description-table"">\n          <tr>\n      \n          <th>G3AD0607</th>          \n          <td>G3AD Graphite Adapter Panel, G306 TO G07</td>    </tr>\n  <tr>\n      \n          <th>G3AD0807</th>          \n          <td>G3AD Graphite Adapter Panel, G308 TO G07</td>    </tr>\n  <tr>\n      \n          <th>G3AD1009</th>          \n          <td>G3AD Graphite Adapter Panel, G310 TO G09</td>    </tr>\n  <tr>\n      \n          <th>G3AD1010</th>          \n          <td>G3AD Graphite Adapter Panel, G310 TO G10</td>    </tr>\n  <tr>\n      \n          <th>G3AD1012</th>          \n          <td>G3AD Graphite Adapter Panel, G310 TO G12</td>    </tr>\n  <tr>\n      \n          <th>G3AD1515</th>          \n          <td>G3AD Graphite Adapter Panel, G315 TO G15</td>    </tr>\n    <tr>\n      \n          <th>BNL20000</th>          \n          <td>BNL2 3 Volt Lithium Battery  G3 &amp; Paradigm </td>    </tr>\n    <tr>\n      \n          <th>G3CN0000</th>          \n          <td>G3CN CANopen Option Card, G3 Operator Interfaces</td>    </tr>\n  <tr>\n      \n          <th>G3DN0000</th>          \n          <td>GDN DeviceNet Option Card, G3 Operator Interfaces</td>    </tr>\n  <tr>\n      \n          <th>G3ENET00</th>          \n          <td>G3NET Ethernet Option Card, G3 Operator Interfaces</td>    </tr>\n  <tr>\n      \n          <th>G3GSM000</th>          \n          <td>G3GSM Cellular Modem Option Card, G3 Operator Interfaces</td>    </tr>\n  <tr>\n      \n          <th>G3MPI000</th>          \n          <td>G3MPI Multi Point Interface Option Card, G3 Operator Interfaces</td>    </tr>\n  <tr>\n      \n          <th>G3PBDP00</th>          \n          <td>G3PBDP Profibus Option Card, G3 Operator Interfaces</td>    </tr>\n  <tr>\n      \n          <th>G3RS0000</th>          \n          <td>G3RS RS232/485 Option Card, G3 Operator Interfaces with Isolated Comms Ports</td>    </tr>\n  <tr>\n      \n          <th>G3USBHC0</th>          \n          <td>G3USBHC USB Host Option Card for G306A Operator Interface</td>    </tr>\n    <tr>\n      \n          <th>G3FILM03</th>          \n          <td>G3FILM Pack of ten protective films for G303M or G303S</td>    </tr>\n  <tr>\n      \n          <th>G3FILM06</th>          \n          <td>G3FILM Pack of ten protective films for G306</td>    </tr>\n  <tr>\n      \n          <th>G3FILM08</th>          \n          <td>G3FILM Pack of ten protecitve films for G308 or G308A</td>    </tr>\n  <tr>\n      \n          <th>G3FILM10</th>          \n          <td>G3FILM Pack of ten protective films for G310M or G310S</td>    </tr>\n  <tr>\n      \n          <th>G3FILM15</th>          \n          <td>G3FILM Pack of ten protective films for G315</td>    </tr>\n  <tr>\n      \n          <th>G3FILM7K</th>          \n          <td>G3FILM Pack of ten protective films for the G307K2</td>    </tr>\n    </table>\n  \n  \n  \n  \n  \n  \n</div>";product_images/86/4557/2876;nan
864742;ZUJ2048Z;ZUJ2048Z 2048 PPR 5/8 inch Thru-Bore;"<h5>Description</h5><p>The ZUJ is a high performance unit that is ideal for fast revving motor mount applications. The injection molded housing is grooved with &#147;cooling fins&#148;, and can take the extreme heat of the motion control industry. The unit comes equipped with a 3.5' to 5.90' B.C. tether arm to mount to a 4.5' motor face.</p> <p>This revolutionary encoder can also be adapted to various standard and metric sized motor shafts by using individual sleeves (Sold separately). Electrically the unit offers line driver outputs, limited to 20 mA per channel. The outputs are standard quadrature with index and are also available with reverse phasing for the typical motor drive controller application. The separation is 90&#176; with output A leading output B for clockwise rotation. Output B leads output A for the reverse phased output, for clockwise rotation.</p> <h5>Specifications</h5><div><ul><li>Motor Feedback</li>\n<li>Tether Arm Mount</li>\n<li>Quadrature Output</li>\n<li>Current Sink Outputs</li>\n<li>5 Wire, 3 Foot Cable</li>\n<li>2048 Pulses Per Revolution</li>\n<li>Max. Speed Capability 4000 RPM</li>\n<li>0.625"" (15.8 mm) Thru-Bore</li>\n</ul></div><h5>Accessories</h5><div>\n            <table class=""description-table"">\n          <tr>\n      \n          <th>RPGBSI00</th>          \n          <td>0.5"" Bore Sleeve</td>    </tr>\n  <tr>\n      \n          <th>RPGBSI01</th>          \n          <td>0.625"" Bore Sleeve</td>    </tr>\n  <tr>\n      \n          <th>RPGBSI02</th>          \n          <td>0.750"" Bore Sleeve</td>    </tr>\n  <tr>\n      \n          <th>RPGBSI03</th>          \n          <td>0.875"" Bore Sleeve</td>    </tr>\n  <tr>\n      \n          <th>RPGBSI04</th>          \n          <td>1"" Bore Sleeve</td>    </tr>\n  <tr>\n      \n          <th>RPGBSM00</th>          \n          <td>19 mm Bore Sleeve</td>    </tr>\n  <tr>\n      \n          <th>RPGBSM01</th>          \n          <td>20 mm Bore Sleeve</td>    </tr>\n  <tr>\n      \n          <th>RPGBSM02</th>          \n          <td>24 mm Bore Sleeve</td>    </tr>\n  <tr>\n      \n          <th>RPGBSM03</th>          \n          <td>25 mm Bore Sleeve</td>    </tr>\n    <tr>\n      \n          <th>CCBRPG00</th>          \n          <td>MATING 7Pin Connector</td>    </tr>\n  <tr>\n      \n          <th>CCBRPG02</th>          \n          <td>CABLE 7Pin Connector with 10 feet Cable</td>    </tr>\n  <tr>\n      \n          <th>CCBRPG03</th>          \n          <td>CABLE 7Pin Connector with 20 feet Cable</td>    </tr>\n  <tr>\n      \n          <th>CCBRPG04</th>          \n          <td>MATING 10PIN Connector</td>    </tr>\n  <tr>\n      \n          <th>CCBRPG05</th>          \n          <td>CABLE 10Pin Connector with 10 feet of Cable</td>    </tr>\n  <tr>\n      \n          <th>CCBRPG06</th>          \n          <td>CABLE 10Pin Connector with 20 feet of Cable</td>    </tr>\n    <tr>\n      \n          <th>RPGMB001</th>          \n          <td>Magnetic Coupling Kit</td>    </tr>\n    <tr>\n      \n          <th>RPGBII00</th>          \n          <td>Inch Bore Insert Kit</td>    </tr>\n  <tr>\n      \n          <th>RPGBII01</th>          \n          <td>Inch Standard Bore Insert Kit</td>    </tr>\n  <tr>\n      \n          <th>RPGBIM00</th>          \n          <td>Large Metric Bore Insert Kit</td>    </tr>\n  <tr>\n      \n          <th>RPGBIM01</th>          \n          <td>Medium Metric Bore Insert Kit</td>    </tr>\n  <tr>\n      \n          <th>RPGBIM02</th>          \n          <td>Small Metric Bore Insert Kit</td>    </tr>\n    <tr>\n      \n          <th>RPGMK002</th>          \n          <td>Tether Arm Kit 4.5""</td>    </tr>\n  <tr>\n      \n          <th>RPGMK003</th>          \n          <td>Tether Arm Kit 8.5""</td>    </tr>\n    </table>\n  \n  \n  \n  \n  \n  \n</div>";product_images/86/4742/zuj-zul-200.jpg;nan
864881;PAXLT0U0;PAXLT0U0 PAXL UL TEMPERATURE;"<h5>Description</h5><p>The PAXLT is a versatile meter that accepts a variety of thermocouple and RTD inputs and provides a temperature display in Celsius or Fahrenheit. The readout conforms to ITS-90 standards, with 1&#176; or 0.1&#176; resolution. The 5-digit display has 0.56' high digits with adjustable intensity. Backlight overlay labels for &#176;F and &#176;C are included. This unit is UL Listed.</p>&#13;<p>The meter features a Maximum and Minimum reading memory, with programmable capture time. The capture time is used to prevent detection of false max or min readings, which may occur during start-up or unusual process events. Either value can be displayed if desired. The display can be toggled manually or automatically between the selected values.</p>&#13;<p>Other features include thermocouple cold junction compensation, display offset and a programmable user input to perform a variety of meter control functions. Two setpoint outputs are provided, each with a Form C relay. Output modes and setup options are fully programmable to suit a variety of control requirements.</p>&#13;<p>The PAXLT can be universally powered from a wide range of AC or DC voltage. The meter has been specifically designed for harsh industrial environments. With a NEMA 4X/IP65 sealed bezel and extensive testing to meet CE requirements, the meter provides a tough yet reliable application solution.</p><h5>Specifications</h5><div><ul><li>Thermocouple and RTD Inputs</li>\n<li>5 Digit, 0.56"" High Red LED Display</li>\n<li>Displays °C or °F With 1° or 0.1° Resolution</li>\n<li>Backlight Overlays Included (°C and °F)</li>\n<li>Max and Min Reading Memory</li>\n<li>TC Cold Junction Compensation (ON/OFF)</li>\n<li>Programmable Temperature Offset</li>\n<li>Programmable User Input</li>\n<li>Dual 5 Amp Form C Relays</li>\n<li>Universally Powered</li>\n<li>NEMA 4X/IP65 Sealed Front Bezel</li>\n<li>Conforms to ITS-90 Standards</li>\n<li>UL Listed</li>\n</ul></div><h5>Accessories</h5><div>\n            <table class=""description-table"">\n          <tr>\n      \n          <th>ENC5A000</th>          \n          <td>ENC5A Steel NEMA 4/IP65 Enclosure for PAX</td>    </tr>\n  <tr>\n      \n          <th>ENC5B000</th>          \n          <td>ENC5B NEMA 4X/IP65 Plastic Enclosure for 1 PAX meter</td>    </tr>\n  <tr>\n      \n          <th>ENC5C000</th>          \n          <td>ENC5C NEMA 4X/IP65 Plastic Enclosure for 2 PAX meters</td>    </tr>\n    <tr>\n      \n          <th>TCM10000</th>          \n          <td>TCM1 Triac Converter Module, 115 VAC</td>    </tr>\n  <tr>\n      \n          <th>VCM10000</th>          \n          <td>VCM1 Voltage Converter Module, 450 V AC/DC</td>    </tr>\n  <tr>\n      \n          <th>VCM20000</th>          \n          <td>VCM2 Voltage Converter Module, 50270 V AC/DC</td>    </tr>\n    <tr>\n      \n          <th>BMK40000</th>          \n          <td>BMK4 Base Mount Kit for Apollo, Gemini, PAX, TCU, PCU, TSC, PSC and PXU</td>    </tr>\n  <tr>\n      \n          <th>BMK90000</th>          \n          <td>BMK9 DIN Rail PAX Base Mount Kit</td>    </tr>\n  <tr>\n      \n          <th>PMK4B000</th>          \n          <td>PMK4B Apollo, IM, PAX, TCU, PCU, TSC, PSC and PXU Mounting Panel</td>    </tr>\n  <tr>\n      \n          <th>PMK50000</th>          \n          <td>PMK5 Panel Mount Adapter Kit (1/4 DIN  to 1/8 DIN)</td>    </tr>\n  <tr>\n      \n          <th>PMK80000</th>          \n          <td>PMK8 Panel Mount Adapter Kit (Gemini to PAX)</td>    </tr>\n    <tr>\n      \n          <th>SNUB0000</th>          \n          <td>SNUB RC Snubber Inductive Load Supressor</td>    </tr>\n    </table>\n  \n  \n  \n  \n  \n  \n</div>";product_images/86/4881/PAXLT-200.JPG;nan
864921;TMPRT001;TMPRT001 RTD SMT TEF 10 BWE;"<h5>Description</h5><p>Model TMPRT001 'stick-on' style RTD temperature sensor mounts on flat surfaces and provides Class A accuracy for critical monitoring applications. Based on a bare 2 X 2 X .08 mm thin film platinum RTD, the unit is supplied in a Teflon PFA insulated configuration and can be easily applied using its self-adhesive backing. This has a 10 foot lead length. Some of the applications of this versatile RTD sensor include monitoring chip, heat sink, and environmental temperatures in electronic devices; checking piping or ducting temperatures; monitoring motor and transformer core heat; testing insulation capabilities, as well as checking other applications in which surface and/or gradient temperatures need to be monitored and controlled.</p>&#13;&#13;<h5>Specifications</h5><div><ul><li>RTD Probe, 100 Ohm DIN Class A</li>\n<li>Silicone Based, Self Backing Rated to 260°C (500°F)</li>\n<li>Sensor can be reapplied</li>\n<li>Stripped 3 Wire Leads (Connectors sold separately)</li>\n<li>10 Foot Lead Length</li>\n<li>Ideal for Flat or Curved Surfaces</li>\n<li>Able to withstand High Vibration Environments</li>\n</ul></div>";product_images/86/4921/tmpkut-200.gif;nan
864967;ZBG12002;ZBG12002 ZB G 1200PPR SINGLE CHNL;"<h5>Description</h5>\r\n\r\n<p>The unit contains an L.E.D. light source and a photo sensor that scans a shaft-mounted, slotted disc. An internal pulse-shaping amplifier circuit delivers a rectangular pulse signal from the current sinking output in response to the passing slots as it rotates. They can be direct-coupled to a machine shaft by means of a flexible-bellows, spring, or rubber sleeve type coupling that allows for axial and radial misalignment. They can also be coupled with light instrument timing-belts. Timing-belt drives also allow convenient gear-up or gear-down speed ratio changes that can be useful for obtaining non-standard PPR rates.</p>\r\n\r\n<p>For information on wheels and tires click <a class=""RLCLink"" href=""https://store.redlion.net/store/comersus_listCategoriesAndProducts.asp?idCategory=637"">here.</a></p>\r\n\r\n<h5>Specifications</h5>\r\n\r\n<div>\r\n<ul>\r\n	<li>Standard Duty</li>\r\n	<li>Current Sink Output</li>\r\n	<li>6 Pin MS Connector</li>\r\n	<li>1200&nbsp;Pulses Per Revolution</li>\r\n	<li>Max. Speed Capability 6000 RPM</li>\r\n	<li>0.375&quot; (9.5 mm) Shaft Diameter</li>\r\n</ul>\r\n</div>\r\n\r\n<h5>Accessories</h5>\r\n\r\n<div>\r\n<table class=""description-table"">\r\n	<tbody>\r\n		<tr>\r\n			<th>CCARPG00</th>\r\n			<td>Mating 6Pin MS Connector</td>\r\n		</tr>\r\n		<tr>\r\n			<th>CCARPG01</th>\r\n			<td>CABLE 10 FEET 6Pin 4Wire Cable/Connector</td>\r\n		</tr>\r\n		<tr>\r\n			<th>CCARPG25</th>\r\n			<td>CABLE 25 Feet 6Pin 4Wire Cable/Connector</td>\r\n		</tr>\r\n		<tr>\r\n			<th>CCARPG50</th>\r\n			<td>CABLE 50 Feet 6Pin 4Wire Cable/Connector</td>\r\n		</tr>\r\n		<tr>\r\n			<th>CCM12890</th>\r\n			<td>CABLE 10 Meter 8Pin 5Wire M12 Cable Connector</td>\r\n		</tr>\r\n		<tr>\r\n			<th>CCM12894</th>\r\n			<td>CABLE 4 Meter 8Pin 5Wire M12 Cable Connector</td>\r\n		</tr>\r\n		<tr>\r\n			<th>CCM12S01</th>\r\n			<td>CABLE M12 Cable/Connector 1 Meter Shielded</td>\r\n		</tr>\r\n		<tr>\r\n			<th>CCM12S06</th>\r\n			<td>CABLE M12 Cable/ Connector 6 Meter Shielded</td>\r\n		</tr>\r\n		<tr>\r\n			<th>CCM12U02</th>\r\n			<td>CABLE 4 Wire Unshielded 2 Meter Cable/Connector</td>\r\n		</tr>\r\n		<tr>\r\n			<th>RPGFC001</th>\r\n			<td>0.25&quot; 0.25&quot; Flexible Coupling</td>\r\n		</tr>\r\n		<tr>\r\n			<th>RPGFC002</th>\r\n			<td>0.25&quot; 0.375&quot; Flexible Coupling</td>\r\n		</tr>\r\n		<tr>\r\n			<th>RPGFC003</th>\r\n			<td>0.375&quot; 0.375&quot; Flexible Coupling</td>\r\n		</tr>\r\n		<tr>\r\n			<th>RPGFC004</th>\r\n			<td>0.375&quot; 0.5&quot; Flexible Coupling</td>\r\n		</tr>\r\n		<tr>\r\n			<th>RPGFC005</th>\r\n			<td>0.25&quot; 6 mm Flexible Coupling</td>\r\n		</tr>\r\n		<tr>\r\n			<th>RPGFC006</th>\r\n			<td>0.375&quot; 6 mm Flexible Coupling</td>\r\n		</tr>\r\n		<tr>\r\n			<th>LSCB1000</th>\r\n			<td>LSCB Length Sensor Conversion Bracket</td>\r\n		</tr>\r\n	</tbody>\r\n</table>\r\n</div>\r\n";product_images/86/4967/zbg-zbh-200.gif;nan
2302971;PXU31AC0;PXU31AC0 1/8 CNTL 20MA RLY 485 USRDC;nan;product_images/23/02971/PXU16-200_1.jpg;nan
1357386;NTPS-24-1.3;NTPS-24-1.3 24VDC 1.3AMP DIN RAIL PS;nan;product_images/13/57386/NTPC-AC-US.jpg;nan
1357423;102MC-ST;102MC-ST 102MC-ST MEDIA CONVERTER;nan;product_images/13/57423/102MC-SC_Text.jpg;nan
1357508;1002MC-SX;1002MC-SX 1002MC-SX MEDIA CONVERTER;nan;product_images/13/57508/1002MC.jpg;nan
1357614;308TX-N;308TX-N 308TX-N SWITCH (N-VIEW);nan;product_images/13/57614/308TX.jpg;nan
1358100;7010TX;7010TX 7010TX ETHERNET SWITCH;nan;product_images/13/58100/700-PMsmall2.jpg;nan
286274;APLR0600;APLR0600 APOLLO TB TACH 6D 115V;nan;product_images/28/6274/default_286274.jpg;nan
286283;APLSP3B0;APLSP3B0 APOLLO SLAVE 3D 10-28VDC;nan;product_images/28/6283/default_286283.jpg;nan
286287;APLSP5B0;APLSP5B0 APOLLO SLAVE 5D 10-28VDC;nan;product_images/28/6287/default_286287.jpg;nan
286311;APSCM010;APSCM010 APOLLO 10A CURRENT SHUNT;nan;product_images/28/6311/aps-200.gif;nan
286319;ARCJ1000;ARCJ1000 ARCJ-1 W/MAG SENSOR;nan;product_images/28/6319/aps-apsis-200.gif;nan
286327;ARCJ2B00;ARCJ2B00 ARCJ-2 W/1.375^D GEAR;nan;product_images/28/6327/arcj.GIF;nan
286345;BMK20000;BMK20000 BASE MOUNT KIT  CUB 2;nan;product_images/28/6345/default_286345.jpg;nan
286349;BMK60000;BMK60000 CUB4/5DT8 OPEN BMK;nan;product_images/28/6349/default_286349.jpg;nan
286361;C48CB009;C48CB009 C48C (3PRSRCRLYSER);nan;product_images/28/6361/c48-lcd-200.jpg;nan
286373;C48CB114;C48CB114 C48C DC (3PBSRCRLY);nan;product_images/28/6373/c48.jpg;nan
286377;C48CD007;C48CD007 C48C (2PRRLYSER);"<h5>Description</h5><p>The C48CD007 has dual presets. The C48C features a 7 segment, 2 line by 6 digit reflective LCD display. The main display line shows the count value. The smaller secondary display line can be used to view the prescaler value, preset values, or output time values.</p> <p>The C48CD has two outputs that are activated from presets 1 and 2 respectively. The unit has relay outputs. All relay output boards are field replaceable.</p> <p>The C48C offers a choice of nine programmable counting modes for use in applications requiring bi-directional, anti-coincidence, and quadrature counting. The unit may be programmed to register counts on both edges of the input signal providing frequency doubling capability. DIP switches are used for input configuration set-up and to provide a Program Disable function.</p> <p>Four front panel push-buttons are used for programming the operating modes and data values, changing the viewed display, and performing user programmable functions, i.e. reset, etc. The C48C can be configured for one of two numeric data entry methods, digit entry or automatic scrolling. The digit entry method allows for the selection and incrementing of digits individually. The automatic scrolling method allows for the progressive change of one through all digit positions by pressing and holding the 'up' or 'down' button.</p> <p>The C48 Counter has programmable User Inputs and a programmable front panel function key. The user inputs can be configured as sinking (active low) or sourcing (active high) inputs via a single plug jumper.</p> <p>The Program Disable DIP switch, a user-programmable code value, an external user input (selected for Program Disable), and the Accessible value parameters can all be utilized to provide multi-level protection against unauthorized changes to data values and unit configuration.</p> <p>The RS-485 serial communication interface provides two-way communication between a C48 and other compatible equipment such as a printer, PLC, HMI, or a host computer. In multipoint applications (up to thirty-two), the address number of each C48 on the line can be programmed from 0 to 99. Data from the C48 can be interrogated or changed, and alarm output(s) may be reset by sending the proper command code via serial communications. PC software, SFC48, allows for easy configuration of controller parameters. These settings can be saved to disk for later use or used for multi-controller down loading. On-line help is provided within the software.</p> <p>Optional programming software (SFC48) is available to program all unit configuration parameters. The software allows unit configurations to be created, uploaded, downloaded, and saved to a file for later use or multi-unit programming.</p> <p>The unit is constructed of a lightweight, high impact plastic case with a textured front panel and a clear display window. The front panel meets NEMA 4X/IP65 specifications for indoor use, when properly installed. Multiple units can be stacked horizontally or vertically. Modern surface-mount technology, extensive testing, plus high immunity to noise interference makes the C48 Counters extremely reliable in industrial environments.</p><h5>Specifications</h5><div><ul><li>Dual Preset Version</li>\n<li>50 mm x 50 mm</li>\n<li>2 Line, 6 Character Reflective LCD</li>\n<li>Bi-Directional and Quadrature Counting</li>\n<li>Dual Relay Outputs</li>\n<li>RS-485 Communications</li>\n<li>Up to 11 KHz</li>\n<li>NEMA 4X/IP65</li>\n</ul></div><h5>Accessories</h5><div>\n            <table class=""description-table"">\n          <tr>\n      \n          <th>ENC11000</th>          \n          <td>ENC11 NEMA 4/IP65 1/16 DIN Enclosure</td>    </tr>\n  <tr>\n      \n          <th>ENC11A00</th>          \n          <td>ENC11A NEMA 4X/IP65 Enclosure for one 1/16 DIN Meter</td>    </tr>\n  <tr>\n      \n          <th>ENC11B00</th>          \n          <td>ENC11B NEMA 4X/IP65 Enclosure for two 1/16 DIN Meter</td>    </tr>\n  <tr>\n      \n          <th>ENC30000</th>          \n          <td>ENC3 Legend/Libra/C48/P48/P16/T16/T48/PXV Enclosure NEMA 1</td>    </tr>\n    <tr>\n      \n          <th>TCM10000</th>          \n          <td>TCM1 Triac Converter Module, 115 VAC</td>    </tr>\n  <tr>\n      \n          <th>VCM10000</th>          \n          <td>VCM1 Voltage Converter Module, 450 V AC/DC</td>    </tr>\n  <tr>\n      \n          <th>VCM20000</th>          \n          <td>VCM2 Voltage Converter Module, 50270 V AC/DC</td>    </tr>\n    <tr>\n      \n          <th>BMK30000</th>          \n          <td>BMK3 Base Mount Kit for Legend Libra, T16, P16, T48, P48, C48 and PXU</td>    </tr>\n  <tr>\n      \n          <th>PMK3C000</th>          \n          <td>PMK3C C48, T48, P16, T16 and PXU Mounting Panel</td>    </tr>\n  <tr>\n      \n          <th>PMK60000</th>          \n          <td>PMK6 Panel Mount Adapter Kit (1/8 DIN  to 1/16 DIN)</td>    </tr>\n  <tr>\n      \n          <th>PMK70000</th>          \n          <td>PMK7 Panel Mount Adapter Kit (1/4 DIN  to 1/16 DIN)</td>    </tr>\n  <tr>\n      \n          <th>PMKCC100</th>          \n          <td>PMKCC1 50 x 50 mm Panel Mount 3 Piece Kit for C48, T48 and PXU</td>    </tr>\n  <tr>\n      \n          <th>PMKCC200</th>          \n          <td>PMKCC2 72 x 72 mm Panel Mount 3 Piece Kit for C48, T48 and PXU</td>    </tr>\n  <tr>\n      \n          <th>PMKCC300</th>          \n          <td>PMKCC3 60 x 75 mm Panel Mount 2 Piece Kit for C48, T48 and PXU</td>    </tr>\n  <tr>\n      \n          <th>PNL3F000</th>          \n          <td>PNL3F Panel for 1/16 DIN Units</td>    </tr>\n  <tr>\n      \n          <th>PNL3G000</th>          \n          <td>PNL3G Panel for 1/16 DIN Units with Keylock</td>    </tr>\n    <tr>\n      \n          <th>RBC48001</th>          \n          <td>C48 Replacement Board 1 Preset NPNOC</td>    </tr>\n  <tr>\n      \n          <th>RBC48002</th>          \n          <td>C48 Replacement Board 1 Preset PNPOC</td>    </tr>\n  <tr>\n      \n          <th>RBC48003</th>          \n          <td>C48 Replacement Board 2 Preset Relay</td>    </tr>\n  <tr>\n      \n          <th>RBC48004</th>          \n          <td>C48 Replacement Board 3 Preset Relay NPNOC</td>    </tr>\n  <tr>\n      \n          <th>RBC48005</th>          \n          <td>C48 Replacement Board 3 Preset Relay PNPOC</td>    </tr>\n    <tr>\n      \n          <th>SNUB0000</th>          \n          <td>SNUB RC Snubber Inductive Load Supressor</td>    </tr>\n    </table>\n  \n  \n  \n  \n  \n  \n</div>";product_images/28/6377/c48-lcd-200.jpg;nan
286385;C48CD106;C48CD106 C48C (2PBSRCSER);nan;product_images/28/6385/c48_vPhENrb.jpg;nan
