id,catalog_number,description,specifications
1993161,750H100,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:75.0 in|Pitch Code:H |Width:1.00 in|No. of Teeth:150 |Approx. Weight:0.58 lb
1993166,750H150,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:75.0 in|Pitch Code:H |Width:1.50 in|No. of Teeth:150 |Approx. Weight:0.87 lb
1993158,750H075,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:75.0 in|Pitch Code:H |Width:0.75 in|No. of Teeth:150 |Approx. Weight:0.42 lb
1993146,730H300,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:73.0 in|Pitch Code:H |Width:3.00 in|No. of Teeth:146 |Approx. Weight:1.80 lb
1993144,730H200,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:73.0 in|Pitch Code:H |Width:2.00 in|No. of Teeth:146 |Approx. Weight:1.13 lb
1993151,731L100,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:73.1 in|Pitch Code:L |Width:1.00 in|No. of Teeth:195 |Approx. Weight:0.30 lb
1993141,730H100,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:73.0 in|Pitch Code:H |Width:1.00 in|No. of Teeth:146 |Approx. Weight:0.56 lb
1993150,731L075,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:73.1 in|Pitch Code:L |Width:0.75 in|No. of Teeth:195 |Approx. Weight:0.25 lb
1993140,730H075,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:73.0 in|Pitch Code:H |Width:0.75 in|No. of Teeth:146 |Approx. Weight:0.41 lb
1993149,731L050,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:73.1 in|Pitch Code:L |Width:0.50 in|No. of Teeth:195 |Approx. Weight:0.15 lb
1993124,728L075,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:72.8 in|Pitch Code:L |Width:0.75 in|No. of Teeth:194 |Approx. Weight:0.25 lb
1993123,728L050,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:72.8 in|Pitch Code:L |Width:0.50 in|No. of Teeth:194 |Approx. Weight:0.15 lb
1993142,730H150,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:73.0 in|Pitch Code:H |Width:1.50 in|No. of Teeth:146 |Approx. Weight:0.84 lb
1993113,725H200,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:72.5 in|Pitch Code:H |Width:2.00 in|No. of Teeth:145 |Approx. Weight:1.12 lb
1993117,725H300,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:72.5 in|Pitch Code:H |Width:3.00 in|No. of Teeth:145 |Approx. Weight:1.75 lb
1993107,725H100,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:72.5 in|Pitch Code:H |Width:1.00 in|No. of Teeth:145 |Approx. Weight:0.56 lb
1993106,725H075,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:72.5 in|Pitch Code:H |Width:0.75 in|No. of Teeth:145 |Approx. Weight:0.41 lb
1993125,728L100,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:72.8 in|Pitch Code:L |Width:1.00 in|No. of Teeth:194 |Approx. Weight:0.30 lb
1993110,725H150,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:72.5 in|Pitch Code:H |Width:1.50 in|No. of Teeth:145 |Approx. Weight:0.84 lb
1993087,70XL031,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:0.70 in|Pitch Code:XL |Width:0.31 in|No. of Teeth:35 |Approx. Weight:0.009 lb
1993086,70XL025,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:0.70 in|Pitch Code:XL |Width:0.25 in|No. of Teeth:35 |Approx. Weight:0.007 lb
1993080,700XH400,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:70.0 in|Pitch Code:XH |Width:4.00 in|No. of Teeth:80 |Approx. Weight:5.82 lb|Construction: 
1993057,700H300,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:70.0 in|Pitch Code:H |Width:3.00 in|No. of Teeth:140 |Approx. Weight:1.64 lb
1993088,70XL037,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:0.70 in|Pitch Code:XL |Width:0.37 in|No. of Teeth:35 |Approx. Weight:0.011 lb
1993078,700XH300,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:70.0 in|Pitch Code:XH |Width:3.00 in|No. of Teeth:80 |Approx. Weight:4.37 lb|Construction: 
1993049,700H200,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:70.0 in|Pitch Code:H |Width:2.00 in|No. of Teeth:140 |Approx. Weight:1.09 lb
1993033,700H100,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:70.0 in|Pitch Code:H |Width:1.00 in|No. of Teeth:140 |Approx. Weight:0.54 lb
1993076,700XH200,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:70.0 in|Pitch Code:XH |Width:2.00 in|No. of Teeth:80 |Approx. Weight:2.91 lb|Construction: 
1993030,700H075,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:70.0 in|Pitch Code:H |Width:0.75 in|No. of Teeth:140 |Approx. Weight:0.39 lb
1993018,680H150,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:68.0 in|Pitch Code:H |Width:1.50 in|No. of Teeth:136 |Approx. Weight:0.79 lb
1993021,680H300,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:68.0 in|Pitch Code:H |Width:3.00 in|No. of Teeth:136 |Approx. Weight:1.59 lb
1993040,700H150,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:70.0 in|Pitch Code:H |Width:1.50 in|No. of Teeth:140 |Approx. Weight:0.81 lb
1993014,680H075,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:68.0 in|Pitch Code:H |Width:0.75 in|No. of Teeth:136 |Approx. Weight:0.38 lb
1992999,660L075,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:66.0 in|Pitch Code:L |Width:0.75 in|No. of Teeth:176 |Approx. Weight:0.23 lb
1993020,680H200,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:68.0 in|Pitch Code:H |Width:2.00 in|No. of Teeth:136 |Approx. Weight:1.06 lb
1993015,680H100,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:68.0 in|Pitch Code:H |Width:1.00 in|No. of Teeth:136 |Approx. Weight:0.52 lb
1992998,660L050,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:66.0 in|Pitch Code:L |Width:0.50 in|No. of Teeth:176 |Approx. Weight:0.14 lb
1992975,660H100,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:66.0 in|Pitch Code:H |Width:1.00 in|No. of Teeth:132 |Approx. Weight:0.51 lb
1992987,660H300,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:66.0 in|Pitch Code:H |Width:3.00 in|No. of Teeth:132 |Approx. Weight:1.54 lb
1992981,660H150,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:66.0 in|Pitch Code:H |Width:1.50 in|No. of Teeth:132 |Approx. Weight:0.77 lb
1992984,660H200,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:66.0 in|Pitch Code:H |Width:2.00 in|No. of Teeth:132 |Approx. Weight:1.02 lb
1992964,650H150,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:65.0 in|Pitch Code:H |Width:1.50 in|No. of Teeth:130 |Approx. Weight:0.76 lb
1992963,650H100,"<div class=""plp-item-description"" itemprop=""description"">
            Oil, heat and abrasion-resistant.<br><br>Stock timing belts are listed below. They have fiberglass tension members, neoprene body with nylon covered teeth, all bonded together for maximum strength.<br><br>For non-stock widths, Jason cuts specified widths from our large supply of timing belt sleeves on special order.<br><br>Mini-pitch MXL (0.080-inch pitch) timing belts are also available.<br><br>Jason timing belts are specified by belt length in inches times 10, belt pitch code and a three-digit belt width code which is the decimal inch-width multiplied by 100.<br><br>Any width available from stock, consult Jason for pricing.
        </div>",Belt Length:65.0 in|Pitch Code:H |Width:1.00 in|No. of Teeth:130 |Approx. Weight:0.50 lb
