id,catalog_number,description
38906,MCB2032,"Altra Master No.:30225725|UPC:781711331361|Inside Diameter:1.250000|Outside Diameter:2.0000|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:8-1/2|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
38910,MCB2044,"Altra Master No.:30225731|UPC:781711331484|Inside Diameter:1.250000|Outside Diameter:2.7500|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:20|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
38914,MCB2230,"Altra Master No.:30225737|UPC:781711331606|Inside Diameter:1.375000|Outside Diameter:1.8750|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:6|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
38918,MCB2238,"Altra Master No.:30225741|UPC:781711331682|Inside Diameter:1.375000|Outside Diameter:2.3750|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:12-1/2|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
38926,MCB2452,"Altra Master No.:30225750|UPC:781711331941|Inside Diameter:1.500000|Outside Diameter:3.2500|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:27-1/2|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
38930,MCB2472,"Altra Master No.:30225754|UPC:781711332023|Inside Diameter:1.500000|Outside Diameter:4.5000|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:62|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
38938,MCB2844,"Altra Master No.:30225766|UPC:781711332269|Inside Diameter:1.750000|Outside Diameter:2.7500|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:15-1/2|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
38942,MCB2864,"Altra Master No.:30225772|UPC:781711332382|Inside Diameter:1.750000|Outside Diameter:4.0000|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:42-1/2|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
38950,MCB3244,"Altra Master No.:30225783|UPC:781711332603|Inside Diameter:2.000000|Outside Diameter:2.7500|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:12-1/4|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
38954,MCB3260,"Altra Master No.:30225787|UPC:781711332702|Inside Diameter:2.000000|Outside Diameter:3.7500|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:34|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
38958,MCB3296,"Altra Master No.:30225791|UPC:781711332788|Inside Diameter:2.000000|Outside Diameter:6.0000|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:105-1/2|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
38966,MCB3664,"Altra Master No.:30225804|UPC:781711333082|Inside Diameter:2.250000|Outside Diameter:4.0000|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:37|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
38970,MCB4052,"Altra Master No.:30225812|UPC:781711333266|Inside Diameter:2.500000|Outside Diameter:3.2500|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:15|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
38974,MCB4068,"Altra Master No.:30225816|UPC:781711333341|Inside Diameter:2.500000|Outside Diameter:4.2500|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:40|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
38986,MCB4872,"Altra Master No.:30225835|UPC:781711333723|Inside Diameter:3.000000|Outside Diameter:4.5000|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:38|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
38990,MCB4896,"Altra Master No.:30225839|UPC:781711333808|Inside Diameter:3.000000|Outside Diameter:6.0000|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:89-1/2|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
39006,MCB64104,"Altra Master No.:30225857|UPC:781711334164|Inside Diameter:4.000000|Outside Diameter:6.5000|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:87|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
38998,MCB5680,"Altra Master No.:30225848|UPC:781711333983|Inside Diameter:3.500000|Outside Diameter:5.0000|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:44|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
39010,MCB8096,"Altra Master No.:30225862|UPC:781711334287|Inside Diameter:5.000000|Outside Diameter:6.0000|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:39|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
39022,MS16,"Altra Master No.:30225874|UPC:781711334522|Outside Diameter:1.0000|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Solid, 660 Cast Bronze|Weight:3-1/2|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
39014,MCB88128,"Altra Master No.:30225866|UPC:781711334362|Inside Diameter:5.500000|Outside Diameter:8.0000|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:113|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
39026,MS24,"Altra Master No.:30225878|UPC:781711334607|Outside Diameter:1.5000|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Solid, 660 Cast Bronze|Weight:7-1/2|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
39030,MS32,"Altra Master No.:30225882|UPC:781711334683|Outside Diameter:2.0000|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Solid, 660 Cast Bronze|Weight:14|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
39038,MS64,"Altra Master No.:30225894|UPC:781711334928|Outside Diameter:4.0000|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Solid, 660 Cast Bronze|Weight:53|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
39042,MS88,"Altra Master No.:30225898|UPC:781711335000|Outside Diameter:5.5000|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Solid, 660 Cast Bronze|Weight:98|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
39054,MS104,"Altra Master No.:30225914|UPC:781711335383|Outside Diameter:6.5000|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Solid, 660 Cast Bronze|Weight:139|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
39046,MS128,"Altra Master No.:30225902|UPC:781711335086|Outside Diameter:8.0000|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Solid, 660 Cast Bronze|Weight:210-1/2|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
39050,MCB80120,"Altra Master No.:30225906|UPC:781711335161|Inside Diameter:5.000000|Outside Diameter:7.5000|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:104|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
39206,MCB1622,"Altra Master No.:30230768|UPC:781711476468|Inside Diameter:1.000000|Outside Diameter:1.3750|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:3-1/8|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
39202,MCB1218,"Altra Master No.:30230764|UPC:781711476420|Inside Diameter:0.750000|Outside Diameter:1.1250|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:2-1/2|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
39210,MCB2026,"Altra Master No.:30230772|UPC:781711476505|Inside Diameter:1.250000|Outside Diameter:1.6250|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:3-7/8|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
39214,MCB2632,"Altra Master No.:30230777|UPC:781711476550|Inside Diameter:1.625000|Outside Diameter:2.0000|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:4-7/8|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
39218,MCB3236,"Altra Master No.:30230781|UPC:781711476598|Inside Diameter:2.000000|Outside Diameter:2.2500|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:3-7/8|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
39234,MCB88112,"Altra Master No.:30230798|UPC:781711476772|Inside Diameter:5.500000|Outside Diameter:7.0000|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:67-1/4|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
39222,MCB5264,"Altra Master No.:30230786|UPC:781711476642|Inside Diameter:3.250000|Outside Diameter:4.0000|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:19-1/2|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
39226,MCB6476,"Altra Master No.:30230790|UPC:781711476680|Inside Diameter:4.000000|Outside Diameter:4.7500|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:22-3/4|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
39230,MCB7296,"Altra Master No.:30230794|UPC:781711476727|Inside Diameter:4.500000|Outside Diameter:6.0000|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:56-1/2|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
39238,MCB104128,"Altra Master No.:30230803|UPC:781711476826|Inside Diameter:6.500000|Outside Diameter:8.0000|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:84|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
39342,XFCA20,"Altra Master No.:30214537|UPC:781711080542|Material:Polyurethane|Use With Coupling:FC20|Product Family:FC Series Coupling Insert|Product Description:Coupling Insert, FC Series, Polyurethane|Weight:0.041"
39346,XFCA45,"Altra Master No.:30214541|UPC:781711080627|Material:Polyurethane|Use With Coupling:FC45|Product Family:FC Series Coupling Insert|Product Description:Coupling Insert, FC Series, Polyurethane|Weight:0.401"
39382,R700GS,"UPC:781711574935|Inside Diameter:0.187500|Outside Diameter:0.7000|Material:Nylatron GS|Product Family:BOStonE|Assembly Types:30238093|Length:0.562500|Max PV Value:4,000|Max P Value:500|Max V Value (fpm):300|Product Description:Bearing, BOStonE, roller, Nylatron GS, 3/16"" ID|Weight:0.011|Product Note:BOStonE F-1 bearings may be green, white or any other color."
39358,SP4,"UPC:781711509586|Outside Diameter:0.2500|Material:Glass Filled Teflon|Product Family:BOStonE|Assembly Types:30232900|Length:13.000000|Max PV Value:20,000|Max P Value:1,000|Max V Value (fpm):400|Product Description:Bearing, BOStonE F-1, solid bar, Glass Filled Teflon, 1/4"" OD|Weight:0.002|Product Note:BOStonE F-1 bearings may be green, white or any other color."
39362,SP16,"UPC:781711509623|Outside Diameter:1.0000|Material:Glass Filled Teflon|Product Family:BOStonE|Assembly Types:30232904|Length:13.000000|Max PV Value:20,000|Max P Value:1,000|Max V Value (fpm):400|Product Description:Bearing, BOStonE F-1, solid bar, Glass Filled Teflon 1"" OD|Weight:0.002|Product Note:BOStonE F-1 bearings may be green, white or any other color."
39386,R900GS,"UPC:781711574973|Inside Diameter:0.500000|Outside Diameter:0.9000|Material:Nylatron GS|Product Family:BOStonE|Assembly Types:30238097|Length:0.562500|Max PV Value:4,000|Max P Value:500|Max V Value (fpm):300|Product Description:Bearing, BOStonE, roller, Nylatron GS, 1/2"" ID|Weight:0.011|Product Note:BOStonE F-1 bearings may be green, white or any other color."
39398,R2120GS,"UPC:781711575093|Inside Diameter:0.500000|Outside Diameter:2.1200|Material:Nylatron GS|Product Family:BOStonE|Assembly Types:30238109|Length:1.000000|Max PV Value:4,000|Max P Value:500|Max V Value (fpm):300|Product Description:Bearing, BOStonE, roller, Nylatron GS, 1/2"" ID|Weight:0.071|Product Note:BOStonE F-1 bearings may be green, white or any other color."
39402,R2750GS,"UPC:781711575130|Inside Diameter:0.750000|Outside Diameter:2.7500|Material:Nylatron GS|Product Family:BOStonE|Assembly Types:30238113|Length:1.500000|Max PV Value:4,000|Max P Value:500|Max V Value (fpm):300|Product Description:Bearing, BOStonE, roller, Nylatron GS, 3/4"" ID|Weight:0.171|Product Note:BOStonE F-1 bearings may be green, white or any other color."
39390,R1370GS,"UPC:781711575017|Inside Diameter:0.500000|Outside Diameter:1.3700|Material:Nylatron GS|Product Family:BOStonE|Assembly Types:30238101|Length:0.875000|Max PV Value:4,000|Max P Value:500|Max V Value (fpm):300|Product Description:Bearing, BOStonE, roller, Nylatron GS, 1/2"" ID|Weight:0.031|Product Note:BOStonE F-1 bearings may be green, white or any other color."
39394,R1620GS,"UPC:781711575055|Inside Diameter:0.500000|Outside Diameter:1.6200|Material:Nylatron GS|Product Family:BOStonE|Assembly Types:30238105|Length:1.000000|Max PV Value:4,000|Max P Value:500|Max V Value (fpm):300|Product Description:Bearing, BOStonE, roller, Nylatron GS, 1/2"" ID|Weight:0.051|Product Note:BOStonE F-1 bearings may be green, white or any other color."
39406,R4250D,"UPC:781711575185|Inside Diameter:1.000000|Outside Diameter:3.7500|Material:Delrin|Product Family:BOStonE|Assembly Types:30238117|Length:1.750000|Max PV Value:3,000|Max P Value:480|Max V Value (fpm):300|Product Description:Bearing, BOStonE, roller, Delrin, 1"" ID|Weight:0.002|Product Note:BOStonE F-1 bearings may be green, white or any other color."
39562,FU,"Horse Power:1/2|Voltage-Phase-Hz:230/460-3-60|Bore Code:B5|Product Family:AC Motors|Locked Rotor:5.40|Motor Type:AC Motor, ODP, C-Face|Full Load Eff %:75|Service Factor:1.25|Product Description:1/2 HP, 230/460-3-60, 56C, Less Base|Weight:20"
39570,DRT,"Horse Power:1/4|Voltage-Phase-Hz:115/230-1-60|Bore Code:B5|Product Family:AC Motors|Locked Rotor:2.55|Motor Type:AC Motor, TENV, C-Face|Full Load Eff %:67|Service Factor:1.15|Product Description:1/4 HP, 115/230-1-60, 56C, Less Base|Weight:27"
39557,ER,"Horse Power:1/3|Voltage-Phase-Hz:115/230-1-60|Bore Code:B5|Product Family:AC Motors|Locked Rotor:3.95|Motor Type:AC Motor, ODP, C-Face|Full Load Eff %:61|Service Factor:1.35|Product Description:1/3 HP, 115/230-1-60, 56C, Less Base|Weight:19"
39566,JU,"Horse Power:1-1/2|Voltage-Phase-Hz:230/460-3-60|Bore Code:B7|NEMA Mounting:143TC/145TC|Product Family:AC Motors|Locked Rotor:13.28|Motor Type:AC Motor, ODP, C-Face|Full Load Eff %:80|Service Factor:1.15|Product Description:1-1/2 HP, 230/460-3-60, 145TC, Less Base|Weight:35"
39590,HUTF,"Horse Power:1|Voltage-Phase-Hz:230/460-3-60|Bore Code:B7|NEMA Mounting:143TC/145TC|Product Family:AC Motors|Locked Rotor:9.75|Motor Type:AC Motor, TEFC, C-Face|Full Load Eff %:78|Service Factor:1.15|Product Description:1 HP, 230/460-3-60, 143TC , Less Base|Weight:33"
39574,FRTF,"Horse Power:1/2|Voltage-Phase-Hz:115/230-1-60|Bore Code:B5|Product Family:AC Motors|Locked Rotor:5.25|Motor Type:AC Motor, TEFC, C-Face|Full Load Eff %:66|Service Factor:1.15|Product Description:1/2 HP, 115/230-1-60, 56C , Less Base|Weight:27"
39598,EYTF,"Horse Power:1/3|Voltage-Phase-Hz:575-3-60|Bore Code:B5|Product Family:AC Motors|Locked Rotor:2.62|Motor Type:AC Motor, TEFC, C-Face|Full Load Eff %:72|Service Factor:1.15|Product Description:1/3 HP, 575-3-60, 56C , Less Base|Weight:26"
39594,KUTF,"Horse Power:2|Voltage-Phase-Hz:230/460-3-60|Bore Code:B7|NEMA Mounting:143TC/145TC|Product Family:AC Motors|Locked Rotor:17.40|Motor Type:AC Motor, TEFC, C-Face|Full Load Eff %:81|Service Factor:1.15|Product Description:2 HP, 230/460-3-60, 145TC , Less Base|Weight:42"
39582,DUTF,"Horse Power:1/4|Voltage-Phase-Hz:230/460-3-60|Bore Code:B5|Product Family:AC Motors|Locked Rotor:2.83|Motor Type:AC Motor, TEFC, C-Face|Full Load Eff %:66|Service Factor:1.15|Product Description:1/4 HP, 230/460-3-60, 56C , Less Base|Weight:18"
39606,DYTF,"Horse Power:1/4|Voltage-Phase-Hz:575-3-60|Bore Code:B5|Product Family:AC Motors|Locked Rotor:2.83|Motor Type:AC Motor, TEFC, C-Face|Full Load Eff %:66|Service Factor:1.15|Product Description:1/4 HP, 575-3-60, 56C , Less Base|Weight:18"
39602,JYTF,"Horse Power:1-1/2|Voltage-Phase-Hz:575-3-60|Bore Code:B7|NEMA Mounting:56C|Product Family:AC Motors|Locked Rotor:17.40|Motor Type:AC Motor, TEFC, C-Face|Full Load Eff %:81|Service Factor:1.15|Product Description:1-1/2HP, 575-3-60, 145TC , Less Base|Weight:35"
42156,RA621,"Altra Master No.:30231959|UPC:781711494165|Shaft Arrangement:2-Way Shaft|Ratio:1:1|Output RPM @1750:1,750.0|Product Family:Right 90 Series (Spiral Bevel)|Pre-Lubricated:Yes|Product Description:Right-90 Spiral Bevel Gear Drive, 1:1 Ratio, 2-Way Shaft|Recommended Lubrication:Klubersynth UH1 6-460|Weight:0.851|Torque Rating:12|Output HP(Class I):0.3|Size:RA6|Shaft Diameter:0.375000"
42160,RA1021,"Altra Master No.:30231963|UPC:781711494202|Shaft Arrangement:2-Way Shaft|Ratio:1:1|Output RPM @1750:1,750.0|Product Family:Right 90 Series (Spiral Bevel)|Pre-Lubricated:Yes|Product Description:Right-90 Spiral Bevel Gear Drive, 1:1 Ratio, 2-Way Shaft|Recommended Lubrication:Klubersynth UH1 6-460|Weight:3.641|Torque Rating:54|Output HP(Class I):1.5|Size:RA10|Shaft Diameter:0.625000"
42164,RA1521,"Altra Master No.:30231967|UPC:781711494240|Shaft Arrangement:2-Way Shaft|Ratio:1:1|Output RPM @1750:1,750.0|Product Family:Right 90 Series (Spiral Bevel)|Pre-Lubricated:Yes|Product Description:Right-90 Spiral Bevel Gear Drive, 1:1 Ratio, 2-Way Shaft|Recommended Lubrication:Klubersynth UH1 6-460|Weight:9.231|Torque Rating:125|Output HP(Class I):3.5|Size:RA15|Shaft Diameter:0.750000"
32712,FH10710,"UPC:781711577073|Type:Flanged|Inside Diameter:0.625000|Outside Diameter:0.8750|Material:Nylatron GS|Flange Diameter:1.125000|Flange Thickness:0.093750|Product Family:BOStonE|Assembly Types:30238213|Length:1.250000|Max PV Value:4,000|Max P Value:500|Max V Value (fpm):300|Product Description:Bearing, BOStonE, roll end adaptor for hex shaft, Nylatron GS, 5/8"" ID|Weight:0.011|Product Note:BOStonE F-1 bearings may be green, white or any other color."
35951,G681,"Altra Master No.:30216890|UPC:781711120545|Inside Diameter:5.970000|Diametrical Pitch:24|Outside Diameter:6.750|Material:Brass|Face Width:0.255|Product Family:Internal Spur Gears|Pitch Diameter:6.000|Product Description:Internal Gear, 14 1/2 PA, 24 DP, 144 Teeth, Brass|Weight:0.601|Pressure Angle:14-1/2 Degree Pressure Angle"
35947,G675,"Altra Master No.:30216886|UPC:781711120460|Inside Diameter:1.470000|Diametrical Pitch:24|Outside Diameter:2.250|Material:Brass|Face Width:0.255|Product Family:Internal Spur Gears|Pitch Diameter:1.500|Product Description:Internal Gear, 14 1/2 PA, 24 DP, 36 Teeth, Brass|Weight:0.201|Pressure Angle:14-1/2 Degree Pressure Angle"
35943,G689,"Altra Master No.:30216882|UPC:781711120385|Inside Diameter:1.960000|Diametrical Pitch:16|Outside Diameter:2.750|Material:Brass|Face Width:0.317|Product Family:Internal Spur Gears|Pitch Diameter:2.000|Product Description:Internal Gear, 14 1/2 PA, 16 DP, 32 Teeth, Brass|Weight:0.301|Pressure Angle:14-1/2 Degree Pressure Angle"
35955,G669,"Altra Master No.:30216894|UPC:781711120620|Inside Diameter:3.980000|Diametrical Pitch:32|Outside Diameter:4.750|Material:Brass|Face Width:0.192|Product Family:Internal Spur Gears|Pitch Diameter:4.000|Product Description:Internal Gear, 14 1/2 PA, 32 DP, 128 Teeth, Brass|Weight:0.301|Pressure Angle:14-1/2 Degree Pressure Angle"
35959,G635,"Altra Master No.:30216898|UPC:781711120705|Inside Diameter:1.990000|Diametrical Pitch:48|Outside Diameter:2.750|Material:Brass|Face Width:0.130|Product Family:Internal Spur Gears|Pitch Diameter:2.000|Product Description:Internal Gear, 14 1/2 PA, 48 DP, 96 Teeth, Brass|Weight:0.131|Pressure Angle:14-1/2 Degree Pressure Angle"
38408,GP1021,"Altra Master No.:30235654|UPC:781711541098|Ratio:50:1|Diametrical Pitch:48|Center Distance:1.292|Material:Acetal|Mating Worm (Hard):48 DP, Single Thread|Hub Diameter:0.500|Bore Size:0.187|Product Family:Worm Gears|O/P Rating:Not Rated|Product Description:Worm Gear, 48 DP, 14.5 PA, 50 Teeth, RH, Acetal|Weight:0.011"
38416,GP1037,"Altra Master No.:30235663|UPC:781711541173|Ratio:50:1|Diametrical Pitch:24|Center Distance:1.292|Material:Minlon|Mating Worm (Hard):24 DP, Single Thread|Hub Diameter:0.750|Bore Size:0.313|Product Family:Worm Gears|O/P Rating:Not Rated|Product Description:Worm Gear, 24 DP, 14.5 PA, 50 Teeth, RH, Minlon|Weight:0.041"
38412,GP1029,"Altra Master No.:30235659|UPC:781711541135|Ratio:50:1|Diametrical Pitch:32|Center Distance:1.292|Material:Acetal|Mating Worm (Hard):32 DP, Single Thread|Hub Diameter:0.630|Bore Size:0.187|Product Family:Worm Gears|O/P Rating:Not Rated|Product Description:Worm Gear, 32 DP, 14.5 PA, 50 Teeth, RH, Acetal|Weight:0.011"
38779,XFCBB25,"Altra Master No.:30214545|UPC:781711080702|Material:Bost-Bronz|Use With Coupling:FC25|Product Family:FC Series Coupling Insert|Product Description:Coupling Insert, FC Series, Bost-Bronz|Weight:0.331"
38787,XFCR30,"Altra Master No.:30214553|UPC:781711080863|Material:Rubber|Use With Coupling:FC30|Product Family:FC Series Coupling Insert|Product Description:Coupling Insert, FC Series, Rubber|Weight:0.131"
38783,XFCR12,"Altra Master No.:30214549|UPC:781711080788|Material:Rubber|Use With Coupling:FC12|Product Family:FC Series Coupling Insert|Product Description:Coupling Insert, FC Series, Rubber|Weight:0.011"
38863,MCB818,"Altra Master No.:30225669|UPC:781711330180|Inside Diameter:0.500000|Outside Diameter:1.1250|Product Family:Bear-N-Bronz|Length:13.000000|Max PV Value:75,000|Max P Value:3,000|Max V Value (fpm):750|Product Description:Bearing, Bar, Cored, 660 Cast Bronze|Weight:3-3/4|California Provision:This product and wear debris contains lead, known to the State of California to cause cancer, birth defects or other reproductive harm."
