ids,catalog_number,description,image,brochure,product_specs,additional_description
2985409,8V3750MS,Carlisle 8V3750MS Super Power-Wedge V-Belt,http://www.carlislebelts.com/cms_uploads/Wedge_Band1.jpg,http://www.carlislebelts.com/cms_files/original/11001_Carlisle_Belts_LineCard_Brochure_USA_06151711.pdf,http://www.carlislebelts.com/cms_files/original/Wedge_Band_specs.pdf,"<div><p>Wedge-Band is the banded version of the hard-working Super Power-Wedge v-belt. Wedge-Band is an excellent choice for virtually any application where increased horsepower capacity and output is needed, or where conventional multiple belt drives are impractical because of space or weight limitations. The specially compounded wrapped construction is ideal for clutching operations. Banded v-belts are ideally suited for pulsating or heavily shock loaded drives and drives with extremely long center distances. Wedge-Band is oil and heat resistant, static dissipating, and it won’t turn over or jump off the drive.</p><p><strong>Features/Advantages</strong></p><ul><li><p>Prevents belt whip and rollover on long center distance drives</p></li><li><p>Smoother clutching</p></li><li><p>Space and weight saver</p></li><li><p>Oversized polyester cord provides added belt strength and stability</p></li><li><p>Cord is chemically treated for resistance to belt stretch</p></li><li><p>Tie-band is highly engineered to permanently bond multiple belts together enabling the belts to function as a single unit with even load distribution and wear</p></li><li><p>Vibration is dampened</p></li><li><p>Heavy shock loads are absorbed</p></li><li></li></ul><p><strong>Applications</strong></p><ul><li>Mud pumps, rock crushers, stump grinders, and more</li></ul><p><strong>Sizes</strong></p><ul><li>R3V, R5V and R8V cross-sections from 34"" to 601""</li></ul></div>"
2023329,4836V618,Carlisle 4836V618 Variable Speed,https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/23329/Carlisle-variable-speed-belt.gif,http://www.carlislebelts.com/cms_files/original/11001_Carlisle_Belts_LineCard_Brochure_USA_06151711.pdf,http://www.carlislebelts.com/cms_files/original/Variable_Speed_Cog_Belt_specs1.pdf,"<div><p>Timken Belts is a leader in variable speed belt technology. For use with industrial variable speed pulleys to gain a wide range of driven speeds. Raw edge sidewalls improve gripping action. Unitized belt bonding and specially formulated rubber compounds provide superior resistance to aging caused by wear, oil, heat, and harmful environmental factors. The Variable Speed Cog-Belt has been engineered to the same high standards that Timken Belts uses to produce belts for original equipment manufacturers (OEMs).</p><p><strong>Features/Advantages</strong></p><ul><li><p>Smooth running</p></li><li><p>Oil and heat resistant</p></li><li><p>Long belt life</p></li><li><p>Wide selection of sizes</p></li><li><p>Static dissipating</p></li><li></li></ul><p><strong>Applications</strong></p><ul><li><p>Industrial variable speed drives</p></li><li><p>For snowmobile and ATV variable speed belts click here</a></p></li></ul><p><strong>Sizes</strong></p><ul><li>A wide selection of cross sections, top widths and lengths<br><br></li></ul><p></p></div>"
2985009,CP159MS,Carlisle CP159MS Super Blue Ribbon V-Belt,http://www.carlislebelts.com/cms_uploads/Super_Blue_Ribbon_V_Belt1.jpg,http://www.carlislebelts.com/cms_files/original/11001_Carlisle_Belts_LineCard_Brochure_USA_06151711.pdf,http://www.carlislebelts.com/cms_files/original/Super_Blue_Ribbon_v_belt_specs.pdf,"<div><p>The finest wrapped belt in the industry and workhorse of classical V-belts. Super Blue Ribbon v-belts assure dependable length stability and require less re-tensioning and take-up. The cord is coated with a special compound that produces a secure, long-lasting bond with the surrounding rubber. The heavy-duty fabric cover protects the core. Its extra flexibility permits the belt to bend more easily around the smallest pulleys with less strain on the fabric. Longer belt life results in less frequent replacement, less downtime and lower maintenance costs.</p><p><strong>Features/Advantages</strong></p><ul><li>Dependable performance on classical belt drives</li><li>Heavy duty cover is impregnated with oil and heat resistant rubber</li><li>Resists flex fatigue</li><li>Longer belt life</li><li>Smoother running</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Mixers, pumps, conveyors, any and everything, and more</li></ul><p><strong>Sizes</strong></p><ul><li>AP, BP, CP, DP, EP cross-sections from 22"" to 664""<br><br></li></ul></div>"
2023152,2630V345,Carlisle 2630V345 Variable Speed,https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/23152/Carlisle-variable-speed-belt.gif,http://www.carlislebelts.com/cms_files/original/11001_Carlisle_Belts_LineCard_Brochure_USA_06151711.pdf,http://www.carlislebelts.com/cms_files/original/Variable_Speed_Cog_Belt_specs1.pdf,"<div><p>Timken Belts is a leader in variable speed belt technology. For use with industrial variable speed pulleys to gain a wide range of driven speeds. Raw edge sidewalls improve gripping action. Unitized belt bonding and specially formulated rubber compounds provide superior resistance to aging caused by wear, oil, heat, and harmful environmental factors. The Variable Speed Cog-Belt has been engineered to the same high standards that Timken Belts uses to produce belts for original equipment manufacturers (OEMs).</p><p><strong>Features/Advantages</strong></p><ul><li><p>Smooth running</p></li><li><p>Oil and heat resistant</p></li><li><p>Long belt life</p></li><li><p>Wide selection of sizes</p></li><li><p>Static dissipating</p></li><li></li></ul><p><strong>Applications</strong></p><ul><li><p>Industrial variable speed drives</p></li><li><p>For snowmobile and ATV variable speed belts click here</a></p></li></ul><p><strong>Sizes</strong></p><ul><li>A wide selection of cross sections, top widths and lengths<br><br></li></ul><p></p></div>"
2984580,B86MS,Carlisle B86MS Super II V-Belt,http://www.carlislebelts.com/cms_uploads/Super_II_V_Belt1.jpg,http://www.carlislebelts.com /cms_files/original/10952_CarlisleSuperIIEPDM_HVAC_Brochure_0706171.pdf,http://www.carlislebelts.com/cms_files/original/Super_II_V_Belt_specs.pdf,"<div><p><em><img width=""298"" height=""38"" style=""vertical-align: baseline;"" src=""/cms_files/original/USA___CHEK_MATE_LOGO_298x38.jpg""></em></p><p><em>The Problem Solver!</em> Super II v-belts are the solution to the constant and costly problem of replacing ordinary v-belts on troublesome drives. Specially formulated fiber-loaded EPDM rubber compounds, engineered fabrics and high-modulus polyester cord offer greater strength, longer life, better heat dissipation and higher efficiencies than best-in-class wrapped v-belts. The unique CNA (central neutral axis) cord placement positions the strength of the belt lower on the pulleys to maintain stability and prevent roll-over. The raw edge construction results in more efficient power transmission and reduced energy loss.</p><p><strong>Features/Advantages</strong></p><ul><li>Higher performance alternative to classical wrapped v-belts</li><li>More energy efficient than wrapped v-belts</li><li>Unique design for longer life</li><li>Less maintenance and downtime</li><li>EPDM rubber compound is static conductive, resistant to hardening and glazing, and operates in a broad temperature range (-50ºF to +250ºF)</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Shaker screens, debarkers, industrial washers and dryers, and more</li></ul><p><strong>Sizes</strong></p><ul><li>A, B and C cross-sections from 17"" to 144""<br><br></li></ul></div>"
2986226,8MXT-720-21,Carlisle 8MXT-720-21 Panther XT Synchronous Belt,http://www.carlislebelts.com/cms_uploads/PowerMiser11.jpg,http://www.carlislebelts.com/cms_files/original/10972_Carlisle_PowerMiser_SellSheet_0303171.pdf,http://www.carlislebelts.com/cms_files/original/Carlisle_Tools_catalog_pages1.pdf,"<div><p>PowerMiser™ is a <span>powerful, but simple web based application for desktop and mobile use that</span><span> identifies estimated </span><span>annual energy costs, savings and payback that can be realized by upgrading </span><span>to Carlisle belts by Timken.</span></p><p><span>Open PowerMiser</a></span></p><p><strong>Reduce Downtime and Save</strong></p><p>With the energy efficient Gold-Ribbon, Power-Wedge, Super II, and Durapower II v-belts or Panther and Panther XT synchronous belts, you’ll gain improved system wide performance. Although initial cost may be slightly higher than ordinary belts, payback is significant - and begins immediately! Use PowerMiser to calculate the savings. For superior performance and energy savings you can count on Carlisle belts by Timken.</p><p>NOTE: PowerMiser is a free web application and is not available from the App store.</p><p><strong> </strong></p></div>"
2984463,A76MS,Carlisle A76MS Super II V-Belt,http://www.carlislebelts.com/cms_uploads/Super_II_V_Belt1.jpg,http://www.carlislebelts.com /cms_files/original/10952_CarlisleSuperIIEPDM_HVAC_Brochure_0706171.pdf,http://www.carlislebelts.com/cms_files/original/Super_II_V_Belt_specs.pdf,"<div><p><em><img width=""298"" height=""38"" style=""vertical-align: baseline;"" src=""/cms_files/original/USA___CHEK_MATE_LOGO_298x38.jpg""></em></p><p><em>The Problem Solver!</em> Super II v-belts are the solution to the constant and costly problem of replacing ordinary v-belts on troublesome drives. Specially formulated fiber-loaded EPDM rubber compounds, engineered fabrics and high-modulus polyester cord offer greater strength, longer life, better heat dissipation and higher efficiencies than best-in-class wrapped v-belts. The unique CNA (central neutral axis) cord placement positions the strength of the belt lower on the pulleys to maintain stability and prevent roll-over. The raw edge construction results in more efficient power transmission and reduced energy loss.</p><p><strong>Features/Advantages</strong></p><ul><li>Higher performance alternative to classical wrapped v-belts</li><li>More energy efficient than wrapped v-belts</li><li>Unique design for longer life</li><li>Less maintenance and downtime</li><li>EPDM rubber compound is static conductive, resistant to hardening and glazing, and operates in a broad temperature range (-50ºF to +250ºF)</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Shaker screens, debarkers, industrial washers and dryers, and more</li></ul><p><strong>Sizes</strong></p><ul><li>A, B and C cross-sections from 17"" to 144""<br><br></li></ul></div>"
2984583,B89MS,Carlisle B89MS Super II V-Belt,http://www.carlislebelts.com/cms_uploads/Super_II_V_Belt1.jpg,http://www.carlislebelts.com /cms_files/original/10952_CarlisleSuperIIEPDM_HVAC_Brochure_0706171.pdf,http://www.carlislebelts.com/cms_files/original/Super_II_V_Belt_specs.pdf,"<div><p><em><img width=""298"" height=""38"" style=""vertical-align: baseline;"" src=""/cms_files/original/USA___CHEK_MATE_LOGO_298x38.jpg""></em></p><p><em>The Problem Solver!</em> Super II v-belts are the solution to the constant and costly problem of replacing ordinary v-belts on troublesome drives. Specially formulated fiber-loaded EPDM rubber compounds, engineered fabrics and high-modulus polyester cord offer greater strength, longer life, better heat dissipation and higher efficiencies than best-in-class wrapped v-belts. The unique CNA (central neutral axis) cord placement positions the strength of the belt lower on the pulleys to maintain stability and prevent roll-over. The raw edge construction results in more efficient power transmission and reduced energy loss.</p><p><strong>Features/Advantages</strong></p><ul><li>Higher performance alternative to classical wrapped v-belts</li><li>More energy efficient than wrapped v-belts</li><li>Unique design for longer life</li><li>Less maintenance and downtime</li><li>EPDM rubber compound is static conductive, resistant to hardening and glazing, and operates in a broad temperature range (-50ºF to +250ºF)</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Shaker screens, debarkers, industrial washers and dryers, and more</li></ul><p><strong>Sizes</strong></p><ul><li>A, B and C cross-sections from 17"" to 144""<br><br></li></ul></div>"
2986319,14MXT-2590-37,Carlisle 14MXT-2590-37 Panther XT Synchronous Belt,http://www.carlislebelts.com/cms_uploads/PowerMiser11.jpg,http://www.carlislebelts.com/cms_files/original/10972_Carlisle_PowerMiser_SellSheet_0303171.pdf,http://www.carlislebelts.com/cms_files/original/Carlisle_Tools_catalog_pages1.pdf,"<div><p>PowerMiser™ is a <span>powerful, but simple web based application for desktop and mobile use that</span><span> identifies estimated </span><span>annual energy costs, savings and payback that can be realized by upgrading </span><span>to Carlisle belts by Timken.</span></p><p><span>Open PowerMiser</a></span></p><p><strong>Reduce Downtime and Save</strong></p><p>With the energy efficient Gold-Ribbon, Power-Wedge, Super II, and Durapower II v-belts or Panther and Panther XT synchronous belts, you’ll gain improved system wide performance. Although initial cost may be slightly higher than ordinary belts, payback is significant - and begins immediately! Use PowerMiser to calculate the savings. For superior performance and energy savings you can count on Carlisle belts by Timken.</p><p>NOTE: PowerMiser is a free web application and is not available from the App store.</p><p><strong> </strong></p></div>"
2984863,BP144MS,Carlisle BP144MS Super Blue Ribbon V-Belt,http://www.carlislebelts.com/cms_uploads/Super_Blue_Ribbon_V_Belt1.jpg,http://www.carlislebelts.com/cms_files/original/11001_Carlisle_Belts_LineCard_Brochure_USA_06151711.pdf,http://www.carlislebelts.com/cms_files/original/Super_Blue_Ribbon_v_belt_specs.pdf,"<div><p>The finest wrapped belt in the industry and workhorse of classical V-belts. Super Blue Ribbon v-belts assure dependable length stability and require less re-tensioning and take-up. The cord is coated with a special compound that produces a secure, long-lasting bond with the surrounding rubber. The heavy-duty fabric cover protects the core. Its extra flexibility permits the belt to bend more easily around the smallest pulleys with less strain on the fabric. Longer belt life results in less frequent replacement, less downtime and lower maintenance costs.</p><p><strong>Features/Advantages</strong></p><ul><li>Dependable performance on classical belt drives</li><li>Heavy duty cover is impregnated with oil and heat resistant rubber</li><li>Resists flex fatigue</li><li>Longer belt life</li><li>Smoother running</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Mixers, pumps, conveyors, any and everything, and more</li></ul><p><strong>Sizes</strong></p><ul><li>AP, BP, CP, DP, EP cross-sections from 22"" to 664""<br><br></li></ul></div>"
2985568,SPBX1900MS,Carlisle SPBX1900MS Power-Wedge Cog-Belt,http://www.carlislebelts.com/cms_uploads/Metric_Power_Wedge_Cog_Belt.jpg,http://www.carlislebelts.com/cms_files/original/10901_Carlisle_PowerWedgeCogBelt_SellSheet_06071611.pdf,http://www.carlislebelts.com/cms_files/original/Metric_Power_Wedge_Cog_Belt_specs.pdf,"<div><p><em>More Grip. Less Slip</em>. The Metric Power-Wedge Cog-Belt combines the advantages of the narrow wedge design with raw edge performance for maximum operating efficiency in a compact drive package. The narrow profile permits reduced drive widths and a smaller drive envelope. Higher horsepower ratings translate into greater design flexibility — reducing drive cost, space and weight.</p><p>The Power-Wedge Cog-Belt is now made of EPDM (Ethylene Propylene Diene Monomer), a synthetic rubber with outstanding properties. The raw-edge construction contributes to outstanding operating efficiency. More torque with little or no slippage. The result is savings — in time, in belt life and in energy costs.</p><p><strong>Features/Advantages</strong></p><ul><li><p>High horsepower ratings</p></li><li><p>Design flexibility</p></li><li><p>Longer belt life</p></li><li><p>Durable                                                                         </p></li><li><p>Oil and heat resistant</p></li><li><p>Static conductive</p></li><li><p>Resists hardening and glazing</p></li><li><p>Broad operating temperature range (-50°F to +250°F)</p></li><li><p>Smoother running</p></li><li><p>Energy efficient</p></li><li></li><li><p>Built to Chek Mate belt tolerances for a matched set</p></li></ul><p><strong>Applications</strong></p><ul><li>Drives that require metric cross sections on industrial machinery, fans, pumps, and more</li></ul><p><strong>Sizes</strong></p><ul><li><p>Available in SPZX, SPAX, SPBX, and SPCX cross sections from 643mm to 5092mm. Also available in 3VX, 5VX, and 8VX imperial sizes. Where applicable, belts are dual branded with imperial and metric part numbers.</p></li></ul><p></p><p> <img width=""402"" height=""80"" src=""/cms_files/original/Metric_Power_Wedge_Cog_Belt_cross_x.png""></p><ul></ul></div>"
2017348,A173,Carlisle A173 Super Ii V-Belt,https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/17348/carlisle_vbelt.jpg,http://www.carlislebelts.com /cms_files/original/10952_CarlisleSuperIIEPDM_HVAC_Brochure_0706171.pdf,http://www.carlislebelts.com/cms_files/original/Super_II_V_Belt_specs.pdf,"<div><p><em><img width=""298"" height=""38"" style=""vertical-align: baseline;"" src=""/cms_files/original/USA___CHEK_MATE_LOGO_298x38.jpg""></em></p><p><em>The Problem Solver!</em> Super II v-belts are the solution to the constant and costly problem of replacing ordinary v-belts on troublesome drives. Specially formulated fiber-loaded EPDM rubber compounds, engineered fabrics and high-modulus polyester cord offer greater strength, longer life, better heat dissipation and higher efficiencies than best-in-class wrapped v-belts. The unique CNA (central neutral axis) cord placement positions the strength of the belt lower on the pulleys to maintain stability and prevent roll-over. The raw edge construction results in more efficient power transmission and reduced energy loss.</p><p><strong>Features/Advantages</strong></p><ul><li>Higher performance alternative to classical wrapped v-belts</li><li>More energy efficient than wrapped v-belts</li><li>Unique design for longer life</li><li>Less maintenance and downtime</li><li>EPDM rubber compound is static conductive, resistant to hardening and glazing, and operates in a broad temperature range (-50ºF to +250ºF)</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Shaker screens, debarkers, industrial washers and dryers, and more</li></ul><p><strong>Sizes</strong></p><ul><li>A, B and C cross-sections from 17"" to 144""<br><br></li></ul></div>"
2018865,916R84,Carlisle 916R84 Round Belts,https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/18865/carlisleroundbelt-cutaway.jpg,http://www.carlislebelts.com/cms_files/original/11001_Carlisle_Belts_LineCard_Brochure_USA_06151711.pdf,http://www.carlislebelts.com/cms_files/original/Round_Belt_specs1.pdf,"<div><p><span><img width=""100"" height=""38"" id=""mce_dragimage_mce_0"" src=""/cms_files/original/MadeInUSA_1001.png""><br></span></p><p>Round belts are a high performance solution for conveyors, quarter-turn, twisted, and serpentine drives. Our round belts feature a no-splice construction for added durability with minimal stretch for minimum take-up requirements.</p><p><strong>Features/Advantages</strong></p><ul><li><p>Heavy duty stress-relieved fabric cover flexes better for improved belt life</p></li><li><p>Hi-modulus cords carry horsepower loads with minimum stretch</p></li><li><p>Better belt stability and fewer take-up adjustments</p></li><li><p>Compression section provides uniform cord support and improves belt flex life</p></li><li><p>No splice for added durability.</p></li><li></li></ul><p><strong>Applications</strong></p><ul><li><p>Conveyors, commercial sewing machines, quarter-turn drives, twisted drives, serpentine drives and more</p></li></ul><p><strong>Sizes</strong></p><ul><li>7/16"" and 9/16"" diameters from 70"" to 762""<br><br></li></ul></div>"
2018866,916R85,Carlisle 916R85 Round Belts,https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/18866/carlisleroundbelt-cutaway.jpg,http://www.carlislebelts.com/cms_files/original/11001_Carlisle_Belts_LineCard_Brochure_USA_06151711.pdf,http://www.carlislebelts.com/cms_files/original/Round_Belt_specs1.pdf,"<div><p><span><img width=""100"" height=""38"" id=""mce_dragimage_mce_0"" src=""/cms_files/original/MadeInUSA_1001.png""><br></span></p><p>Round belts are a high performance solution for conveyors, quarter-turn, twisted, and serpentine drives. Our round belts feature a no-splice construction for added durability with minimal stretch for minimum take-up requirements.</p><p><strong>Features/Advantages</strong></p><ul><li><p>Heavy duty stress-relieved fabric cover flexes better for improved belt life</p></li><li><p>Hi-modulus cords carry horsepower loads with minimum stretch</p></li><li><p>Better belt stability and fewer take-up adjustments</p></li><li><p>Compression section provides uniform cord support and improves belt flex life</p></li><li><p>No splice for added durability.</p></li><li></li></ul><p><strong>Applications</strong></p><ul><li><p>Conveyors, commercial sewing machines, quarter-turn drives, twisted drives, serpentine drives and more</p></li></ul><p><strong>Sizes</strong></p><ul><li>7/16"" and 9/16"" diameters from 70"" to 762""<br><br></li></ul></div>"
2018867,916R86,Carlisle 916R86 Round Belts,https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/18867/carlisleroundbelt-cutaway.jpg,http://www.carlislebelts.com/cms_files/original/11001_Carlisle_Belts_LineCard_Brochure_USA_06151711.pdf,http://www.carlislebelts.com/cms_files/original/Round_Belt_specs1.pdf,"<div><p><span><img width=""100"" height=""38"" id=""mce_dragimage_mce_0"" src=""/cms_files/original/MadeInUSA_1001.png""><br></span></p><p>Round belts are a high performance solution for conveyors, quarter-turn, twisted, and serpentine drives. Our round belts feature a no-splice construction for added durability with minimal stretch for minimum take-up requirements.</p><p><strong>Features/Advantages</strong></p><ul><li><p>Heavy duty stress-relieved fabric cover flexes better for improved belt life</p></li><li><p>Hi-modulus cords carry horsepower loads with minimum stretch</p></li><li><p>Better belt stability and fewer take-up adjustments</p></li><li><p>Compression section provides uniform cord support and improves belt flex life</p></li><li><p>No splice for added durability.</p></li><li></li></ul><p><strong>Applications</strong></p><ul><li><p>Conveyors, commercial sewing machines, quarter-turn drives, twisted drives, serpentine drives and more</p></li></ul><p><strong>Sizes</strong></p><ul><li>7/16"" and 9/16"" diameters from 70"" to 762""<br><br></li></ul></div>"
2022997,1422V460,Carlisle 1422V460 Variable Speed,https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/22997/Carlisle-variable-speed-belt.gif,http://www.carlislebelts.com/cms_files/original/11001_Carlisle_Belts_LineCard_Brochure_USA_06151711.pdf,http://www.carlislebelts.com/cms_files/original/Variable_Speed_Cog_Belt_specs1.pdf,"<div><p>Timken Belts is a leader in variable speed belt technology. For use with industrial variable speed pulleys to gain a wide range of driven speeds. Raw edge sidewalls improve gripping action. Unitized belt bonding and specially formulated rubber compounds provide superior resistance to aging caused by wear, oil, heat, and harmful environmental factors. The Variable Speed Cog-Belt has been engineered to the same high standards that Timken Belts uses to produce belts for original equipment manufacturers (OEMs).</p><p><strong>Features/Advantages</strong></p><ul><li><p>Smooth running</p></li><li><p>Oil and heat resistant</p></li><li><p>Long belt life</p></li><li><p>Wide selection of sizes</p></li><li><p>Static dissipating</p></li><li></li></ul><p><strong>Applications</strong></p><ul><li><p>Industrial variable speed drives</p></li><li><p>For snowmobile and ATV variable speed belts click here</a></p></li></ul><p><strong>Sizes</strong></p><ul><li>A wide selection of cross sections, top widths and lengths<br><br></li></ul><p></p></div>"
2024124,525L8,Carlisle 525L8 V-Ribbed,http://www.carlislebelts.com/cms_uploads/Vee_Rib_Belt111.jpg,http://www.carlislebelts.com/cms_files/original/11001_Carlisle_Belts_LineCard_Brochure_USA_06151711.pdf,http://www.carlislebelts.com/cms_files/original/Vee_Rib_belt_specs1.pdf,"<div><p>Vee-Rib belts are ideally suited for high speed drives where conventional v-belts cannot operate. The Vee-Rib belt provides smooth, vibration-free performance in a compact drive. The special “truncated” rib design enhances belt flexibility and resists cracking better than non-truncated v-ribbed belts. Vee-Rib is resistant to oil, heat and abrasion for longer belt life.</p><p><strong>Features/Advantages</strong></p><ul><li><p>Vibration-free</p></li><li><p>Heat resistant</p></li><li><p>Maximum flexibility</p></li><li><p>High horsepower</p></li><li><p>Abrasion resistant</p></li><li></li></ul><p><strong>Applications</strong></p><ul><li>Industrial dryers, fitness equipment, machine tools, high speed blowers, and more</li></ul><p><strong>Sizes</strong></p><ul><li>J cross-section from 13"" to 98""<br><br></li></ul><p></p></div>"
2984443,A56MS,Carlisle A56MS Super II V-Belt,http://www.carlislebelts.com/cms_uploads/Super_II_V_Belt1.jpg,http://www.carlislebelts.com /cms_files/original/10952_CarlisleSuperIIEPDM_HVAC_Brochure_0706171.pdf,http://www.carlislebelts.com/cms_files/original/Super_II_V_Belt_specs.pdf,"<div><p><em><img width=""298"" height=""38"" style=""vertical-align: baseline;"" src=""/cms_files/original/USA___CHEK_MATE_LOGO_298x38.jpg""></em></p><p><em>The Problem Solver!</em> Super II v-belts are the solution to the constant and costly problem of replacing ordinary v-belts on troublesome drives. Specially formulated fiber-loaded EPDM rubber compounds, engineered fabrics and high-modulus polyester cord offer greater strength, longer life, better heat dissipation and higher efficiencies than best-in-class wrapped v-belts. The unique CNA (central neutral axis) cord placement positions the strength of the belt lower on the pulleys to maintain stability and prevent roll-over. The raw edge construction results in more efficient power transmission and reduced energy loss.</p><p><strong>Features/Advantages</strong></p><ul><li>Higher performance alternative to classical wrapped v-belts</li><li>More energy efficient than wrapped v-belts</li><li>Unique design for longer life</li><li>Less maintenance and downtime</li><li>EPDM rubber compound is static conductive, resistant to hardening and glazing, and operates in a broad temperature range (-50ºF to +250ºF)</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Shaker screens, debarkers, industrial washers and dryers, and more</li></ul><p><strong>Sizes</strong></p><ul><li>A, B and C cross-sections from 17"" to 144""<br><br></li></ul></div>"
2984407,A180MS,Carlisle A180MS Super II V-Belt,http://www.carlislebelts.com/cms_uploads/Super_II_V_Belt1.jpg,http://www.carlislebelts.com /cms_files/original/10952_CarlisleSuperIIEPDM_HVAC_Brochure_0706171.pdf,http://www.carlislebelts.com/cms_files/original/Super_II_V_Belt_specs.pdf,"<div><p><em><img width=""298"" height=""38"" style=""vertical-align: baseline;"" src=""/cms_files/original/USA___CHEK_MATE_LOGO_298x38.jpg""></em></p><p><em>The Problem Solver!</em> Super II v-belts are the solution to the constant and costly problem of replacing ordinary v-belts on troublesome drives. Specially formulated fiber-loaded EPDM rubber compounds, engineered fabrics and high-modulus polyester cord offer greater strength, longer life, better heat dissipation and higher efficiencies than best-in-class wrapped v-belts. The unique CNA (central neutral axis) cord placement positions the strength of the belt lower on the pulleys to maintain stability and prevent roll-over. The raw edge construction results in more efficient power transmission and reduced energy loss.</p><p><strong>Features/Advantages</strong></p><ul><li>Higher performance alternative to classical wrapped v-belts</li><li>More energy efficient than wrapped v-belts</li><li>Unique design for longer life</li><li>Less maintenance and downtime</li><li>EPDM rubber compound is static conductive, resistant to hardening and glazing, and operates in a broad temperature range (-50ºF to +250ºF)</li><li>Backed by our Iron Clad Guarantee</a></li><li>Built to Chek Mate belt tolerances for a matched set</li></ul><p><strong>Applications</strong></p><ul><li>Shaker screens, debarkers, industrial washers and dryers, and more</li></ul><p><strong>Sizes</strong></p><ul><li>A, B and C cross-sections from 17"" to 144""<br><br></li></ul></div>"
2018870,916R89,Carlisle 916R89 Round Belts,https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/18870/carlisleroundbelt-cutaway.jpg,http://www.carlislebelts.com/cms_files/original/11001_Carlisle_Belts_LineCard_Brochure_USA_06151711.pdf,http://www.carlislebelts.com/cms_files/original/Round_Belt_specs1.pdf,"<div><p><span><img width=""100"" height=""38"" id=""mce_dragimage_mce_0"" src=""/cms_files/original/MadeInUSA_1001.png""><br></span></p><p>Round belts are a high performance solution for conveyors, quarter-turn, twisted, and serpentine drives. Our round belts feature a no-splice construction for added durability with minimal stretch for minimum take-up requirements.</p><p><strong>Features/Advantages</strong></p><ul><li><p>Heavy duty stress-relieved fabric cover flexes better for improved belt life</p></li><li><p>Hi-modulus cords carry horsepower loads with minimum stretch</p></li><li><p>Better belt stability and fewer take-up adjustments</p></li><li><p>Compression section provides uniform cord support and improves belt flex life</p></li><li><p>No splice for added durability.</p></li><li></li></ul><p><strong>Applications</strong></p><ul><li><p>Conveyors, commercial sewing machines, quarter-turn drives, twisted drives, serpentine drives and more</p></li></ul><p><strong>Sizes</strong></p><ul><li>7/16"" and 9/16"" diameters from 70"" to 762""<br><br></li></ul></div>"
2023021,1632V210,Carlisle 1632V210 Variable Speed,https://mrosupply2-dyn-images.s3.amazonaws.com/product_images/20/23021/Carlisle-variable-speed-belt.gif,http://www.carlislebelts.com/cms_files/original/11001_Carlisle_Belts_LineCard_Brochure_USA_06151711.pdf,http://www.carlislebelts.com/cms_files/original/Variable_Speed_Cog_Belt_specs1.pdf,"<div><p>Timken Belts is a leader in variable speed belt technology. For use with industrial variable speed pulleys to gain a wide range of driven speeds. Raw edge sidewalls improve gripping action. Unitized belt bonding and specially formulated rubber compounds provide superior resistance to aging caused by wear, oil, heat, and harmful environmental factors. The Variable Speed Cog-Belt has been engineered to the same high standards that Timken Belts uses to produce belts for original equipment manufacturers (OEMs).</p><p><strong>Features/Advantages</strong></p><ul><li><p>Smooth running</p></li><li><p>Oil and heat resistant</p></li><li><p>Long belt life</p></li><li><p>Wide selection of sizes</p></li><li><p>Static dissipating</p></li><li></li></ul><p><strong>Applications</strong></p><ul><li><p>Industrial variable speed drives</p></li><li><p>For snowmobile and ATV variable speed belts click here</a></p></li></ul><p><strong>Sizes</strong></p><ul><li>A wide selection of cross sections, top widths and lengths<br><br></li></ul><p></p></div>"
